assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date
GCA_016806735.1,PRJNA639692,SAMN14564486,,na,2282148,2282148,Candidatus Micrarchaeum sp.,strain=A_DKE,,latest,Complete Genome,Major,Full,03/02/2021,ASM1680673v1,Karlsruhe Institute of Technology,GCF_016806735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/806/735/GCA_016806735.1_ASM1680673v1,,,na
GCA_004114375.1,PRJNA412908,SAMN10600887,,na,2497325,2497325,Halorubrum sp. BOL3-1,strain=BOL3-1,,latest,Complete Genome,Major,Full,25/01/2019,ASM411437v1,University of Maryland,GCF_004114375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/375/GCA_004114375.1_ASM411437v1,,,na
GCA_004087835.1,PRJNA514419,SAMN10724366,,representative genome,2505977,2505977,Halorussus pelagicus,strain=RC-68,,latest,Complete Genome,Major,Full,21/01/2019,ASM408783v1,Jiangsu University,GCF_004087835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/087/835/GCA_004087835.1_ASM408783v1,,assembly from type material,na
GCA_006740685.1,PRJNA516101,SAMN10782659,,na,2508726,2508726,Candidatus Nitrosopumilus sp. SW,strain=SW,,latest,Complete Genome,Major,Full,08/07/2019,ASM674068v1,Korea Institute of Geoscience and Mineral Resources,GCF_006740685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/740/685/GCA_006740685.1_ASM674068v1,,,na
GCA_012222305.1,PRJNA520813,SAMN10868411,,na,2512240,2512240,Sulfolobus sp. S-194,strain=S-194,,latest,Complete Genome,Major,Full,09/04/2020,ASM1222230v1,Portland State University,GCF_012222305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/222/305/GCA_012222305.1_ASM1222230v1,unverified source organism,,na
GCA_902827205.1,PRJEB37473,SAMEA6654821,,na,2546128,2546128,Methanocaldococcus lauensis,strain=SG1,,latest,Complete Genome,Major,Full,25/05/2021,Methanocaldococcus_lauensis_SG1,Genoscope CEA,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/827/205/GCA_902827205.1_Methanocaldococcus_lauensis_SG1,,,na
GCA_902827225.1,PRJEB37473,SAMEA6654823,,representative genome,2546128,2546128,Methanocaldococcus lauensis,strain=SG7,,latest,Complete Genome,Major,Full,25/05/2021,Methanocaldococcus_lauensis_SG7,Genoscope CEA,GCF_902827225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/827/225/GCA_902827225.1_Methanocaldococcus_lauensis_SG7,,assembly from type material,na
GCA_009617975.1,PRJNA531595,SAMN11370769,,na,2565781,2565781,Candidatus Nanohalobium constans,strain=LC1Nh,,latest,Complete Genome,Major,Full,07/11/2019,ASM961797v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_009617975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/617/975/GCA_009617975.1_ASM961797v1,,,na
GCA_005155585.1,PRJNA539857,SAMN11514334,,na,2572921,2572921,Haloprofundus sp. MHR1,strain=MHR1,,latest,Complete Genome,Major,Full,06/05/2019,ASM515558v1,Nankai University,GCF_005155585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/155/585/GCA_005155585.1_ASM515558v1,,,na
GCA_005954745.1,PRJNA544889,SAMN11866221,,na,2583824,2583824,Halostella pelagica,strain=DL-M4,,latest,Complete Genome,Major,Full,04/06/2019,ASM595474v1,Jiangsu University,GCF_005954745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/954/745/GCA_005954745.1_ASM595474v1,unverified source organism; not used as type,,na
GCA_006274605.1,PRJNA546462,SAMN11959431,,representative genome,2586643,2586643,Thermococcus indicus,strain=IOH1,,latest,Complete Genome,Major,Full,12/06/2019,ASM627460v1,Korea Institute of Ocean Science & Technology (KIOST),GCF_006274605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/274/605/GCA_006274605.1_ASM627460v1,,assembly from type material,na
GCA_023169545.1,PRJDB8408,SAMD00173595,,representative genome,2586965,2586965,Nanobdella aerobiophila,strain=MJ1,,latest,Complete Genome,Major,Full,22/02/2022,ASM2316954v1,RIKEN,GCF_023169545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/169/545/GCA_023169545.1_ASM2316954v1,,assembly from type material,na
GCA_008000775.1,PRJNA557562,SAMN12405820,,na,2594042,2594042,Candidatus Prometheoarchaeum syntrophicum,strain=MK-D1,,latest,Complete Genome,Major,Full,16/08/2019,ASM800077v1,National Institute of Advanced Industrial Science and Technology,GCF_008000775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/775/GCA_008000775.1_ASM800077v1,,,na
GCA_013343275.1,PRJNA588232,SAMN13231772,,na,2594798,2594798,Nanohaloarchaea archaeon,strain=M3_22,,latest,Complete Genome,Major,Full,15/06/2020,ASM1334327v1,University of Connecticut,GCF_013343275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/343/275/GCA_013343275.1_ASM1334327v1,genus undefined,,na
GCA_008152015.1,PRJNA555896,SAMN12340929,,representative genome,2598455,2598455,Thermococcus aciditolerans,strain=SY113,,latest,Complete Genome,Major,Full,30/08/2019,ASM815201v1,"Institute of Deep-Sea Science and Engineering, CAS",GCF_008152015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/152/015/GCA_008152015.1_ASM815201v1,,assembly from type material,na
GCA_007833275.1,PRJNA412908,SAMN12388109,,na,2599399,2599399,Salarchaeum sp. JOR-1,strain=JOR-1,,latest,Complete Genome,Major,Full,05/08/2019,ASM783327v1,University of Maryland,GCF_007833275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/275/GCA_007833275.1_ASM783327v1,,,na
GCA_008033705.1,PRJNA560152,SAMN12569397,,na,2603820,2603820,Methanothermobacter sp. KEPCO-1,strain=KEPCO-1,,latest,Complete Genome,Major,Full,20/08/2019,ASM803370v1,Hanyang University,GCF_008033705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/705/GCA_008033705.1_ASM803370v1,,,na
GCA_009914355.1,PRJNA562797,SAMN12650760,,na,2606911,2606911,Methanothermobacter sp. THM-1,strain=THM-1,,latest,Complete Genome,Major,Full,22/01/2020,ASM991435v1,Hanyang University,GCF_009914355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/355/GCA_009914355.1_ASM991435v1,,,na
GCA_009917665.1,PRJNA562804,SAMN12650992,,na,2606912,2606912,Methanothermobacter sp. THM-2,,THM-2,latest,Complete Genome,Major,Full,23/01/2020,ASM991766v1,Hanyang University,GCF_009917665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/917/665/GCA_009917665.1_ASM991766v1,,,na
GCA_003351865.1,PRJNA391986,SAMN07281457,,na,2607662,2607662,Methanofervidicoccus sp. A16,strain=A16,,latest,Complete Genome,Major,Full,01/08/2018,ASM335186v1,The Third Institute of State Oceanic Administration (SOA),GCF_003351865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/351/865/GCA_003351865.1_ASM335186v1,,,na
GCA_009617995.1,PRJNA565665,SAMN12757031,,na,2610902,2610902,Halomicrobium sp. LC1Hm,strain=LC1Hm,,latest,Complete Genome,Major,Full,07/11/2019,ASM961799v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_009617995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/617/995/GCA_009617995.1_ASM961799v1,,,na
GCA_008831545.1,PRJNA574568,SAMN12860083,,representative genome,2650975,2650975,Halorussus halophilus,strain=ZS-3,,latest,Complete Genome,Major,Full,07/10/2019,ASM883154v1,Jiangsu University,GCF_008831545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/831/545/GCA_008831545.1_ASM883154v1,,assembly from type material,na
GCA_009601705.1,PRJNA580136,SAMN13151456,,na,2663019,2663019,Sulfolobus sp. E5-1-F,strain=E5-1-F,,latest,Complete Genome,Major,Full,06/11/2019,ASM960170v1,State Key Laboratory of Microbial Resources,GCF_009601705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/601/705/GCA_009601705.1_ASM960170v1,,,na
GCA_009602405.1,PRJNA580149,SAMN13151875,,na,2663020,2663020,Sulfolobus sp. E11-6,strain=E11-6,,latest,Complete Genome,Major,Full,06/11/2019,ASM960240v1,State Key Laboratory of Microbial Resources,GCF_009602405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/602/405/GCA_009602405.1_ASM960240v1,,,na
GCA_016906025.1,PRJNA412908,SAMN17385152,,representative genome,2675099,2675099,Haloterrigena salifodinae,strain=BOL5-1,,latest,Complete Genome,Major,Full,18/02/2021,ASM1690602v1,University of Maryland,GCF_016906025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/906/025/GCA_016906025.1_ASM1690602v1,,,na
GCA_905171695.1,PRJEB36446,SAMEA7740440,,na,2691037,2691037,Candidatus Methanoperedenaceae archaeon GB37,,gfbio:2ba61e4a-a911-483b-ba5e-e0ad8afd3b38:GoM-Arc1_E37,latest,Complete Genome,Major,Full,27/01/2021,GoM-Arc1_E37,Max Planck Institute for Marine Microbiology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/171/695/GCA_905171695.1_GoM-Arc1_E37,derived from environmental source; genus undefined,,na
GCA_905171685.1,PRJEB36446,SAMEA7740439,,na,2691038,2691038,Candidatus Methanoperedenaceae archaeon GB50,,gfbio:2ba61e4a-a911-483b-ba5e-e0ad8afd3b38:GoM-Arc1_E50,latest,Complete Genome,Major,Full,27/01/2021,GoM-Arc1_E50,Max Planck Institute for Marine Microbiology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/171/685/GCA_905171685.1_GoM-Arc1_E50,derived from environmental source; genus undefined,,na
GCA_011602445.1,PRJNA611898,SAMN14351922,,na,2716717,2716717,Haloarcula sp. JP-L23,strain=JP-L23,,latest,Complete Genome,Major,Full,21/03/2020,ASM1160244v1,Jiangsu University,GCF_011602445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/602/445/GCA_011602445.1_ASM1160244v1,contaminated,,na
GCA_018141185.1,PRJNA626556,SAMN14689430,,representative genome,2731220,2731220,Methanobacterium alkalithermotolerans,strain=CAN,,latest,Complete Genome,Major,Full,27/04/2021,ASM1814118v1,"Mediterranean Institute of Oceanography (MIO), UMR 7294",GCF_018141185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/141/185/GCA_018141185.1_ASM1814118v1,,assembly from type material,na
GCA_013267195.1,PRJNA634031,SAMN14979699,,representative genome,2739057,2739057,Halorubrum salinarum,strain=RHB-C,,latest,Complete Genome,Major,Full,04/06/2020,ASM1326719v1,Korea Research Institute of Bioscience & Biotechnology (KRIBB),GCF_013267195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/267/195/GCA_013267195.1_ASM1326719v1,,assembly from type material,na
GCA_013402875.1,PRJNA638230,SAMN15183787,,representative genome,2743089,2743089,Halobaculum salinum,strain=NJ-3-1,,latest,Complete Genome,Major,Full,12/07/2020,ASM1340287v1,Jiangsu University,GCF_013402875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/875/GCA_013402875.1_ASM1340287v1,,assembly from type material,na
GCA_013401515.1,PRJNA638228,SAMN15183765,,representative genome,2743090,2743090,Halobaculum halophilum,strain=Gai3-2,,latest,Complete Genome,Major,Full,11/07/2020,ASM1340151v1,Jiangsu University,GCF_013401515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/401/515/GCA_013401515.1_ASM1340151v1,,assembly from type material,na
GCA_013391085.1,PRJNA641283,SAMN15354823,,representative genome,2747817,2747817,Natronomonas halophila,strain=C90,,latest,Complete Genome,Major,Full,07/07/2020,ASM1339108v1,Jiangsu University,GCF_013391085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/391/085/GCA_013391085.1_ASM1339108v1,,assembly from type material,na
GCA_021654415.1,PRJDB10619,SAMD00250049,,na,2775498,2775498,Metallosphaera javensis (ex Sakai et al. 2022),,AS-7,latest,Complete Genome,Major,Full,26/11/2021,MjAS7_1.0,"Department of Science and Engineering for Sustainable Development, Faculty of Science and Engineering, Soka University",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/654/415/GCA_021654415.1_MjAS7_1.0,derived from metagenome,assembly from type material,na
GCA_014876775.1,PRJNA666162,SAMN16282219,,representative genome,2776706,2776706,Infirmifilum lucidum,strain=3507LT,,latest,Complete Genome,Major,Full,11/10/2020,ASM1487677v1,Winogradsky Institute of Microbiology,GCF_014876775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/876/775/GCA_014876775.1_ASM1487677v1,,assembly from type material,na
GCA_017094485.1,PRJNA670096,SAMN16483868,,representative genome,2784880,2784880,Natranaeroarchaeum sulfidigenes,strain=AArc-S,,latest,Complete Genome,Major,Full,01/03/2021,ASM1709448v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_017094485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/094/485/GCA_017094485.1_ASM1709448v1,,assembly from type material,na
GCA_009217585.1,PRJNA577378,SAMN13024714,,na,2790029,2790029,Halomicrobium sp. ZPS1,strain=ZPS1,,latest,Complete Genome,Major,Full,22/10/2019,ASM921758v1,UJS,GCF_009217585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/217/585/GCA_009217585.1_ASM921758v1,,,na
GCA_013426015.1,PRJNA644262,SAMN15455890,,na,2795018,2795018,Candidatus Fermentimicrarchaeum limneticum,,Sv326,latest,Complete Genome,Major,Full,20/07/2020,ASM1342601v1,Research Center of Biotechnology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/426/015/GCA_013426015.1_ASM1342601v1,derived from metagenome,assembly from type material,na
GCA_018128925.1,PRJNA683739,SAMN17036201,,na,2795383,2795383,Nitrosopumilus sp. K4,strain=K4,,latest,Complete Genome,Major,Full,22/04/2021,ASM1812892v1,Korea Institute of Geoscience and Mineral Resources,GCF_018128925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/128/925/GCA_018128925.1_ASM1812892v1,,,na
GCA_016917835.3,PRJNA412908,SAMN17798216,,na,2810537,2810537,Halobacterium sp. BOL4-2,strain=BOL4-2,,latest,Complete Genome,Major,Full,20/10/2021,ASM1691783v3,University of Maryland,GCF_016917835.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/917/835/GCA_016917835.3_ASM1691783v3,,,na
GCA_016917855.1,PRJNA412908,SAMN17888196,,na,2812551,2812551,Halobacterium sp. GSL-19,strain=GSL-19,,latest,Complete Genome,Major,Full,22/02/2021,ASM1691785v1,University of Maryland,GCF_016917855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/917/855/GCA_016917855.1_ASM1691785v1,,,na
GCA_027563145.1,PRJNA702923,SAMN17983567,,na,2814576,2814576,Halobacteriaceae archaeon YIM 93972,strain=YIM 93972,,latest,Complete Genome,Major,Full,03/01/2023,ASM2756314v1,Institute of Microbiology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/563/145/GCA_027563145.1_ASM2756314v1,genus undefined,,na
GCA_017352155.2,PRJNA706548,SAMN18137898,,representative genome,2816475,2816475,Haloterrigena alkaliphila,strain=KZCA68,,latest,Complete Genome,Major,Full,19/10/2021,ASM1735215v2,Jiangsu University,GCF_017352155.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/352/155/GCA_017352155.2_ASM1735215v2,,assembly from type material,na
GCA_017357405.1,PRJNA707376,SAMN18203374,,na,2817025,2817025,Halovivax sp. KZCA124,strain=KZCA124,,latest,Complete Genome,Major,Full,16/03/2021,ASM1735740v1,Jiangsu University,GCF_017357405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/405/GCA_017357405.1_ASM1735740v1,,,na
GCA_021184045.1,PRJNA718391,SAMN18869927,,representative genome,2822137,2822137,Methanococcoides orientis,strain=LMO-1,,latest,Complete Genome,Major,Full,14/12/2021,ASM2118404v1,Shanghai Jiao Tong University,GCF_021184045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/184/045/GCA_021184045.1_ASM2118404v1,,assembly from type material,na
GCA_029637525.1,PRJNA715429,SAMN18349413,,na,2822207,2822207,Desulfurococcaceae archaeon MEX13E-LK6-19,strain=MEX13E-LK6-19,,latest,Complete Genome,Major,Full,10/04/2023,ASM2963752v1,University Regensburg,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/637/525/GCA_029637525.1_ASM2963752v1,genus undefined,,na
GCA_019704295.1,PRJDB11495,SAMD00294878,,na,2823152,2823152,Sulfolobales archaeon HS-7,strain=HS-7,,latest,Complete Genome,Major,Full,11/06/2021,ASM1970429v1,Soka university,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/295/GCA_019704295.1_ASM1970429v1,genus undefined,,na
GCA_019704315.1,PRJDB11520,SAMD00297278,,representative genome,2824673,2824673,Stygiolobus caldivivus,strain=KN-1,,latest,Complete Genome,Major,Full,11/06/2021,ASM1970431v1,Soka University,GCF_019704315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/704/315/GCA_019704315.1_ASM1970431v1,,assembly from type material,na
GCA_018502485.1,PRJNA727967,SAMN19066137,,na,2834276,2834276,Methanospirillum sp. J.3.6.1-F.2.7.3,strain=J.3.6.1-F.2.7.3,,latest,Complete Genome,Major,Full,26/05/2021,ASM1850248v1,Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures,GCF_018502485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/502/485/GCA_018502485.1_ASM1850248v1,,,na
GCA_018623055.1,PRJNA730343,SAMN19229075,,na,2836432,2836432,Halorubrum sp. 2020YC2,strain=2020YC2,,latest,Complete Genome,Major,Full,02/06/2021,ASM1862305v1,"Institute of Oceanology, Chinese Academy of Sciences",GCF_018623055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/623/055/GCA_018623055.1_ASM1862305v1,,,na
GCA_017094445.1,PRJNA670125,SAMN16484195,,representative genome,2841257,2841257,Halapricum desulfuricans,strain=HSR-Bgl,,latest,Complete Genome,Major,Full,01/03/2021,ASM1709444v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_017094445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/094/445/GCA_017094445.1_ASM1709444v1,,,na
GCA_017094465.1,PRJNA670125,SAMN16484257,,na,2841257,2841257,Halapricum desulfuricans,strain=HSR-Est,,latest,Complete Genome,Major,Full,01/03/2021,ASM1709446v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_017094465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/094/465/GCA_017094465.1_ASM1709446v1,,,na
GCA_017094505.1,PRJNA670125,SAMN16484274,,na,2841257,2841257,Halapricum desulfuricans,strain=HSR12-1,,latest,Complete Genome,Major,Full,01/03/2021,ASM1709450v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_017094505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/094/505/GCA_017094505.1_ASM1709450v1,,,na
GCA_017094525.1,PRJNA670125,SAMN16484277,,na,2841257,2841257,Halapricum desulfuricans,strain=HSR12-2,,latest,Complete Genome,Major,Full,01/03/2021,ASM1709452v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_017094525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/094/525/GCA_017094525.1_ASM1709452v1,,assembly from type material,na
GCA_019262145.1,PRJNA731838,SAMN19693782,,na,2848114,2848114,Candidatus Methanogranum sp. U3.2.1,,U3.2.1,latest,Complete Genome,Major,Full,16/07/2021,ASM1926214v1,WETSCAPES,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/262/145/GCA_019262145.1_ASM1926214v1,derived from metagenome,,na
GCA_019693215.1,PRJNA749895,SAMN20424635,,na,2862870,2862870,Salinarchaeum sp. IM2453,strain=IM2453,,latest,Complete Genome,Major,Full,19/08/2021,ASM1969321v1,Chinese academy of science,GCF_019693215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/693/215/GCA_019693215.1_ASM1969321v1,,,na
GCA_024972735.1,PRJNA752265,SAMN20589850,,na,2866381,2866381,Halalkaliarchaeum sp. AArc-CO,strain=AArc-CO,,latest,Complete Genome,Major,Full,06/09/2022,ASM2497273v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_024972735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/972/735/GCA_024972735.1_ASM2497273v1,,,na
GCA_024972755.1,PRJNA752267,SAMN20590342,,na,2866382,2866382,Halanaeroarchaeum sp. HSR-CO,strain=HSR-CO,,latest,Complete Genome,Major,Full,06/09/2022,ASM2497275v1,C.N.R. - Institute for Biological Resources and Marine Biotechnology (IRBIM),GCF_024972755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/972/755/GCA_024972755.1_ASM2497275v1,,,na
GCA_023746595.1,PRJNA752218,SAMN20586767,,na,2866384,2866384,Thermococcus argininiproducens,strain=IOH2,,latest,Complete Genome,Major,Full,16/06/2022,ASM2374659v1,Korea Institute of Ocean Science and Technology,GCF_023746595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/746/595/GCA_023746595.1_ASM2374659v1,,assembly from type material,na
GCA_023617305.1,PRJNA755511,SAMN20829081,,na,2870563,2870563,Methanobrevibacter sp. TLL-48-HuF1,strain=TLL-48-HuF1,,latest,Complete Genome,Major,Full,01/06/2022,ASM2361730v1,Temasek Life Sciences Laboratory,GCF_023617305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/617/305/GCA_023617305.1_ASM2361730v1,,,na
GCA_019879105.1,PRJNA756716,SAMN20924712,,na,2871694,2871694,Natrinema sp. SYSU A 869,strain=SYSU A 869,,latest,Complete Genome,Major,Full,04/09/2021,ASM1987910v1,Nanyang Institute of Technology,GCF_019879105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/879/105/GCA_019879105.1_ASM1987910v1,,,na
GCA_019880225.1,PRJNA757259,SAMN20957702,,representative genome,2872158,2872158,Halobaculum rubrum,strain=C46,,latest,Complete Genome,Major,Full,05/09/2021,ASM1988022v1,Jiangsu University,GCF_019880225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/880/225/GCA_019880225.1_ASM1988022v1,,assembly from type material,na
GCA_020885915.1,PRJDB12214,SAMD00404886,,na,2874846,2874846,Candidatus Methanoliparum sp. LAM-1,strain=LAM-1,,latest,Complete Genome,Major,Full,10/11/2021,ASM2088591v1,National Institute of Advanced Industrial Science and Technology (AIST),GCF_020885915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/885/915/GCA_020885915.1_ASM2088591v1,,,na
GCA_020150815.1,PRJNA763292,SAMN21437237,,representative genome,2876190,2876190,Haloprofundus salilacus,strain=Gai1-5,,latest,Complete Genome,Major,Full,26/09/2021,ASM2015081v1,Jiangsu University,GCF_020150815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/150/815/GCA_020150815.1_ASM2015081v1,,assembly from type material,na
GCA_020097815.1,PRJNA763320,SAMN21437959,,representative genome,2876193,2876193,Haloprofundus salinisoli,strain=SQT7-1,,latest,Complete Genome,Major,Full,23/09/2021,ASM2009781v1,Jiangsu University,GCF_020097815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/097/815/GCA_020097815.1_ASM2009781v1,,assembly from type material,na
GCA_020097835.1,PRJNA763323,SAMN21437986,,representative genome,2876194,2876194,Haloprofundus halobius,strain=SEDH52,,latest,Complete Genome,Major,Full,23/09/2021,ASM2009783v1,Jiangsu University,GCF_020097835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/097/835/GCA_020097835.1_ASM2009783v1,,assembly from type material,na
GCA_021513715.1,PRJNA721962,SAMN21379711,,na,2876572,2876572,Candidatus Heimdallarchaeota archaeon PR6,,PR6,latest,Complete Genome,Major,Full,19/01/2022,ASM2151371v1,California Institute of Technology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/513/715/GCA_021513715.1_ASM2151371v1,derived from metagenome; genus undefined,,na
GCA_021513695.1,PRJNA721962,SAMN21379712,,na,2876573,2876573,Candidatus Heimdallarchaeota archaeon PM71,,PM71,latest,Complete Genome,Major,Full,19/01/2022,ASM2151369v1,California Institute of Technology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/513/695/GCA_021513695.1_ASM2151369v1,derived from metagenome; genus undefined,,na
GCA_020405185.1,PRJNA765798,SAMN21590223,,representative genome,2878391,2878391,Halomicrobium salinisoli,strain=LT50,,latest,Complete Genome,Major,Full,10/10/2021,ASM2040518v1,Jiangsu University,GCF_020405185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/405/185/GCA_020405185.1_ASM2040518v1,,assembly from type material,na
GCA_020405245.1,PRJNA765798,SAMN21590330,,na,2878391,2878391,Halomicrobium salinisoli,strain=TH30,,latest,Complete Genome,Major,Full,10/10/2021,ASM2040524v1,Jiangsu University,GCF_020405245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/405/245/GCA_020405245.1_ASM2040524v1,,,na
GCA_020405205.1,PRJNA766180,SAMN21621845,,representative genome,2878535,2878535,Natrinema salinisoli,strain=SLN56,,latest,Complete Genome,Major,Full,10/10/2021,ASM2040520v1,Jiangsu University,GCF_020405205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/405/205/GCA_020405205.1_ASM2040520v1,,assembly from type material,na
GCA_020405225.1,PRJNA766499,SAMN21849512,,na,2878680,2878680,Natrinema sp. DC36,strain=DC36,,latest,Complete Genome,Major,Full,10/10/2021,ASM2040522v1,Jiangsu University,GCF_020405225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/405/225/GCA_020405225.1_ASM2040522v1,,,na
GCA_020618475.1,PRJNA772077,SAMN22361724,,representative genome,2884875,2884875,Haladaptatus halobius,strain=PSR5,,latest,Complete Genome,Major,Full,26/10/2021,ASM2061847v1,Jiangsu University,GCF_020618475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/618/475/GCA_020618475.1_ASM2061847v1,,assembly from type material,na
GCA_020614375.1,PRJNA772078,SAMN22363859,,representative genome,2884876,2884876,Haladaptatus salinisoli,strain=PSR8,,latest,Complete Genome,Major,Full,26/10/2021,ASM2061437v1,Jiangsu University,GCF_020614375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/614/375/GCA_020614375.1_ASM2061437v1,,assembly from type material,na
