assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT
GCA_000235565.1,PRJNA76151,SAMN02603883,na,representative genome,1110509,301375,Methanothrix harundinacea 6Ac,strain=6Ac,na,latest,Complete Genome,Major,Full,16/11/2011,ASM23556v1,"State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences",GCF_000235565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/565/GCA_000235565.1_ASM23556v1,na,na,na,haploid,archaea,2571034,2571034,60.5,2,2,2,"State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences","Annotation submitted by State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences",07/25/16,2414,2371,43,22590603,37,64.32
GCA_000217995.1,PRJNA40771,SAMN02232039,na,representative genome,679901,39669,Methanosalsum zhilinae DSM 4017,strain=DSM 4017,na,latest,Complete Genome,Major,Full,13/06/2011,ASM21799v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000217995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/995/GCA_000217995.1_ASM21799v1,na,assembly from type material,na,haploid,archaea,2138444,2138444,39,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),06/25/15,2086,1976,61,na,41,48.5
GCA_000007345.1,PRJNA290,SAMN03081414,na,representative genome,188937,2214,Methanosarcina acetivorans C2A,strain=C2A,na,latest,Complete Genome,Major,Full,03/04/2002,ASM734v1,Broad Institute,GCF_000007345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/345/GCA_000007345.1_ASM734v1,na,assembly from type material,na,haploid,archaea,5751492,5751492,42.5,1,1,1,Broad Institute,Annotation submitted by Broad Institute,05/06/2022,4662,4540,10,11932238,37,47.42
GCA_001027005.1,PRJNA49587,SAMN02866457,na,na,796385,2208,Methanosarcina barkeri CM1,strain=CM1,na,latest,Complete Genome,Major,Full,03/06/2015,ASM102700v1,PGgRc,GCF_001027005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/005/GCA_001027005.1_ASM102700v1,na,na,na,haploid,archaea,4501171,4501171,39,1,1,1,PGgRc,Annotation submitted by PGgRc,09/30/15,3655,3523,69,26413197,35,45.35
GCA_000970065.1,PRJNA230937,SAMN03074573,na,representative genome,1434106,2208,Methanosarcina barkeri 227,strain=227,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97006v1,University of Illinois at Urbana-Champaign,GCF_000970065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/065/GCA_000970065.1_ASM97006v1,na,na,na,haploid,archaea,4487566,4487566,39,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3537,3469,65,na,35,45.05
GCA_000970305.1,PRJNA230938,SAMN03074574,na,na,1434107,2208,Methanosarcina barkeri 3,strain=3,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97030v1,University of Illinois at Urbana-Champaign,GCF_000970305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/305/GCA_000970305.1_ASM97030v1,na,na,na,haploid,archaea,4560446,4560446,39,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3546,3475,69,na,35,45.22
GCA_000970025.1,PRJNA230939,SAMN03074575,na,na,1434108,2208,Methanosarcina barkeri MS,strain=MS,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97002v1,University of Illinois at Urbana-Champaign,GCF_000970025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/025/GCA_000970025.1_ASM97002v1,na,assembly from type material,na,haploid,archaea,4574907,4574907,39,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3585,3518,64,na,35,45.03
GCA_000969985.1,PRJNA230940,SAMN03074576,na,na,1434109,2208,Methanosarcina barkeri str. Wiesmoor,strain=Wiesmoor,na,latest,Complete Genome,Major,Full,07/04/2015,ASM96998v1,University of Illinois at Urbana-Champaign,GCF_000969985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/985/GCA_000969985.1_ASM96998v1,na,na,na,haploid,archaea,4907186,4907186,39,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3815,3745,67,na,35,44.58
GCA_001304615.2,PRJNA295508,SAMN04074913,na,representative genome,1715806,1715806,Methanosarcina flavescens,strain=E03.2,na,latest,Complete Genome,Major,Full,16/10/2018,ASM130461v2,BioPara,GCF_001304615.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/615/GCA_001304615.2_ASM130461v2,na,assembly from type material,na,haploid,archaea,3283688,3283688,41,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,10/03/2018,2887,2677,60,26763977,45,54.28
GCA_000970285.1,PRJNA230942,SAMN03074578,na,representative genome,1434110,418008,Methanosarcina horonobensis HB-1 = JCM 15518,strain=HB-1,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97028v1,University of Illinois at Urbana-Champaign,GCF_000970285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/285/GCA_000970285.1_ASM97028v1,na,assembly from type material,na,haploid,archaea,5018607,5018607,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,4161,4095,64,na,37,50.44
GCA_000970265.1,PRJNA230943,SAMN03074579,na,representative genome,1434111,170861,Methanosarcina lacustris Z-7289,strain=Z-7289,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97026v1,University of Illinois at Urbana-Champaign,GCF_000970265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/265/GCA_000970265.1_ASM97026v1,na,na,na,haploid,archaea,4139808,4139808,41.5,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3287,3222,63,na,23,47.68
GCA_000970145.1,PRJNA230951,SAMN03074587,na,na,1434118,38027,Methanosarcina siciliae C2J,strain=C2J,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97014v1,University of Illinois at Urbana-Champaign,GCF_000970145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/145/GCA_000970145.1_ASM97014v1,na,na,na,haploid,archaea,5427890,5427890,42.5,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,4467,4401,65,na,37,47.04
GCA_000970125.1,PRJNA230952,SAMN03074588,na,na,1434119,38027,Methanosarcina siciliae HI350,strain=HI350,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97012v1,University of Illinois at Urbana-Champaign,GCF_000970125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/125/GCA_000970125.1_ASM97012v1,na,na,na,haploid,archaea,4941115,4941115,43,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3965,3900,64,na,37,47.71
GCA_000970085.1,PRJNA230953,SAMN03074589,na,representative genome,1434120,38027,Methanosarcina siciliae T4/M,strain=T4/M,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97008v1,University of Illinois at Urbana-Champaign,GCF_000970085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/085/GCA_000970085.1_ASM97008v1,na,assembly from type material,na,haploid,archaea,5017558,5017558,42.5,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,4036,3971,64,na,37,47.74
GCA_003584605.1,PRJDB5067,SAMD00060421,na,na,2210,2210,Methanosarcina thermophila,strain=MT-1,na,latest,Complete Genome,Major,Full,07/12/2016,ASM358460v1,Tokyo University of Pharmacy and Life Sciences,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/605/GCA_003584605.1_ASM358460v1,RefSeq annotation failed; derived from environmental source; incomplete metagenome-assembled genome,na,na,haploid,archaea,3194059,3194059,41,1,1,1,Tokyo University of Pharmacy and Life Sciences,Annotation submitted by Tokyo University of Pharmacy and Life Sciences,12/07/2016,2836,2772,64,na,51,53.71
GCA_000969885.1,PRJNA230961,SAMN03074597,na,representative genome,523844,2210,Methanosarcina thermophila TM-1,strain=TM-1,na,latest,Complete Genome,Major,Full,07/04/2015,ASM96988v1,University of Illinois at Urbana-Champaign,GCF_000969885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/885/GCA_000969885.1_ASM96988v1,na,assembly from type material,na,haploid,archaea,3127379,3127379,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,2627,2560,64,na,51,54.29
GCA_000969925.1,PRJNA230959,SAMN03074595,na,na,1434121,2210,Methanosarcina thermophila CHTI-55,strain=CHTI-55,na,latest,Complete Genome,Major,Full,07/04/2015,ASM96992v1,University of Illinois at Urbana-Champaign,GCF_000969925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/925/GCA_000969925.1_ASM96992v1,na,na,na,haploid,archaea,3130228,3130228,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,2612,2545,64,na,51,54.07
GCA_000969905.1,PRJNA230962,SAMN03074598,na,representative genome,1434123,2215,Methanosarcina vacuolata Z-761,strain=Z-761,na,latest,Complete Genome,Major,Full,07/04/2015,ASM96990v1,University of Illinois at Urbana-Champaign,GCF_000969905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/905/GCA_000969905.1_ASM96990v1,na,assembly from type material,na,haploid,archaea,4563885,4563885,39.5,2,2,2,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,07/26/16,3576,3508,65,na,37,45.81
GCA_000012545.1,PRJNA15579,SAMN02604180,na,na,339860,2317,Methanosphaera stadtmanae DSM 3091,strain=DSM 3091,na,latest,Complete Genome,Major,Full,05/01/2006,ASM1254v1,University of Goettingen,GCF_000012545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/545/GCA_000012545.1_ASM1254v1,na,assembly from type material,na,haploid,archaea,1767403,1767403,27.5,1,1,1,University of Goettingen,Annotation submitted by University of Goettingen,01/31/14,1588,1534,52,16385054,37,36.82
GCA_000021965.1,PRJNA29381,SAMN00001866,na,representative genome,521011,475088,Methanosphaerula palustris E1-9c,strain=E1-9c,na,latest,Complete Genome,Major,Full,05/01/2009,ASM2196v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000021965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/965/GCA_000021965.1_ASM2196v1,na,assembly from type material,na,haploid,archaea,2922917,2922917,55,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),08/25/17,2866,2655,70,26543115,28,38.66
GCA_019263745.1,PRJNA739174,SAMN19775401,na,na,2203,2203,Methanospirillum hungatei,strain=GP1,na,latest,Complete Genome,Major,Full,16/07/2021,ASM1926374v1,University of Minnesota,GCF_019263745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/263/745/GCA_019263745.1_ASM1926374v1,na,na,na,haploid,archaea,3393136,3393136,42,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),06/21/21,3266,3139,70,na,37,45.02
GCA_000013445.1,PRJNA13015,SAMN02598287,na,representative genome,323259,2203,Methanospirillum hungatei JF-1,strain=JF-1,na,latest,Complete Genome,Major,Full,17/02/2006,ASM1344v1,DOE Joint Genome Institute,GCF_000013445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/445/GCA_000013445.1_ASM1344v1,na,assembly from type material,na,haploid,archaea,3544738,3544738,45,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,05/31/16,3304,3139,66,26744606,37,46.5
GCA_000145295.1,PRJNA40103,SAMN02603260,na,representative genome,79929,145263,Methanothermobacter marburgensis str. Marburg,strain=Marburg,na,latest,Complete Genome,Major,Full,11/08/2010,ASM14529v1,Georg-August-University Goettingen,GCF_000145295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/295/GCA_000145295.1_ASM14529v1,na,assembly from type material,na,haploid,archaea,1639135,1639135,48.5,2,2,2,Georg-August-University Goettingen,Annotation submitted by Georg-August-University Goettingen,06/25/15,1806,1757,49,20802048,60,74.96
GCA_027555065.1,PRJNA674001,SAMN16623210,na,na,145263,145263,Methanothermobacter marburgensis,strain=Marburg,na,latest,Complete Genome,Major,Full,03/01/2023,ASM2755506v1,University of Tuebingen,GCF_027555065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/555/065/GCA_027555065.1_ASM2755506v1,na,assembly from type material,na,haploid,archaea,1639146,1639146,48.5,2,2,2,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),02/05/2021,1779,1696,49,na,60,75.12
GCA_023167465.1,PRJDB13305,SAMD00451045,na,representative genome,680118,680118,Methanothermobacter tenebrarum,strain=RMAS,na,latest,Complete Genome,Major,Full,07/04/2022,ASM2316746v1,"Faculty of Applied Biological Sciences, Gifu University",GCF_023167465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/167/465/GCA_023167465.1_ASM2316746v1,na,assembly from type material,na,haploid,archaea,1495190,1495190,42,2,2,2,"Faculty of Applied Biological Sciences, Gifu University","Annotation submitted by Faculty of Applied Biological Sciences, Gifu University",04/08/2022,1676,1635,41,na,70,66.21
GCA_000179575.2,PRJNA43653,SAMN00100784,na,representative genome,647113,155863,Methanothermococcus okinawensis IH1,strain=IH1,na,latest,Complete Genome,Major,Full,06/06/2011,ASM17957v2,US DOE Joint Genome Institute (JGI-PGF),GCF_000179575.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/575/GCA_000179575.2_ASM17957v2,na,assembly from type material,na,haploid,archaea,1677455,1677455,29,2,2,2,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),07/25/16,1672,1595,46,na,65,54.38
GCA_000166095.1,PRJNA33689,SAMN02232040,na,representative genome,523846,2180,Methanothermus fervidus DSM 2088,strain=DSM 2088,na,latest,Complete Genome,Major,Full,05/11/2010,ASM16609v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000166095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/095/GCA_000166095.1_ASM16609v1,na,assembly from type material,na,haploid,archaea,1243342,1243342,31.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),07/17/13,1352,1283,49,21304736,81,59.1
GCA_000204415.1,PRJNA63185,SAMN02604263,na,representative genome,990316,2223,Methanothrix soehngenii GP6,strain=GP6,na,latest,Complete Genome,Major,Full,15/04/2011,ASM20441v1,University of Wisconsin-Parkside,GCF_000204415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/415/GCA_000204415.1_ASM20441v1,na,assembly from synonym type material,na,haploid,archaea,3026645,3026645,50.5,2,2,2,University of Wisconsin-Parkside,Annotation submitted by University of Wisconsin-Parkside,07/25/16,2927,2850,42,21571998,35,49.63
GCA_000014945.1,PRJNA15765,SAMN02598350,na,representative genome,349307,2224,Methanothrix thermoacetophila PT,strain=PT,na,latest,Complete Genome,Major,Full,25/10/2006,ASM1494v1,US DOE Joint Genome Institute,GCF_000014945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/945/GCA_000014945.1_ASM1494v1,na,assembly from synonym type material,na,haploid,archaea,1879471,1879471,53.5,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,01/28/14,1781,1696,42,na,58,73.54
GCA_000214415.1,PRJNA51821,SAMN00713627,na,representative genome,880724,2189,Methanotorris igneus Kol 5,strain=Kol 5,na,latest,Complete Genome,Major,Full,23/05/2011,ASM21441v1,US DOE Joint Genome Institute,GCF_000214415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/415/GCA_000214415.1_ASM21441v1,na,assembly from type material,na,haploid,archaea,1854197,1854197,32,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,08/01/2012,1843,1772,42,na,85,75.24
GCA_000025625.1,PRJNA30691,SAMN02598473,na,representative genome,547559,13769,Natrialba magadii ATCC 43099,strain=ATCC 43099,na,latest,Complete Genome,Major,Full,24/02/2010,ASM2562v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000025625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/625/GCA_000025625.1_ASM2562v1,na,assembly from type material,na,haploid,archaea,4443643,4443643,61,4,4,4,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),09/15/16,4354,4204,60,22559199,37,44.04
GCA_005890195.1,PRJNA412908,SAMN11840646,na,representative genome,69527,69527,Natrinema pallidum,strain=BOL6-1,na,latest,Complete Genome,Major,Full,30/05/2019,ASM589019v1,University of Maryland,GCF_005890195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/890/195/GCA_005890195.1_ASM589019v1,na,na,na,haploid,archaea,3778093,3778093,64,3,3,3,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/24/19,3785,3603,62,31416876,37,48.32
GCA_000230735.3,PRJNA52951,SAMN02261373,na,representative genome,797303,69525,Natrinema pellirubrum DSM 15624,strain=DSM 15624,na,latest,Complete Genome,Major,Full,27/12/2012,ASM23073v3,JGI,GCF_000230735.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/735/GCA_000230735.3_ASM23073v3,na,assembly from type material,na,haploid,archaea,4354100,4354100,63.5,3,3,3,JGI,Annotation submitted by JGI,06/25/15,4461,4199,58,na,37,52.27
GCA_005576615.1,PRJNA412908,SAMN11637627,na,na,88724,88724,Natrinema versiforme,strain=BOL5-4,na,latest,Complete Genome,Major,Full,22/05/2019,ASM557661v1,University of Maryland,GCF_005576615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/576/615/GCA_005576615.1_ASM557661v1,na,na,na,haploid,archaea,4674473,4674473,63,5,5,5,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/14/19,4589,4327,76,31416876,37,51.88
GCA_000230715.3,PRJNA60135,SAMN02232042,na,representative genome,797304,44930,Natronobacterium gregoryi SP2,strain=SP2,na,latest,Complete Genome,Major,Full,10/12/2012,ASM23071v3,DOE Joint Genome Institute,GCF_000230715.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/715/GCA_000230715.3_ASM23071v3,na,assembly from type material,na,haploid,archaea,3788356,3788356,62,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,07/17/13,3835,3656,59,na,37,59.68
GCA_000328685.1,PRJNA46985,SAMN02261263,na,representative genome,694430,29288,Natronococcus occultus SP4,strain=SP4,na,latest,Complete Genome,Major,Full,28/12/2012,ASM32868v1,JGI,GCF_000328685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/685/GCA_000328685.1_ASM32868v1,na,assembly from type material,na,haploid,archaea,4314118,4314118,64.5,3,3,3,JGI,Annotation submitted by JGI,07/26/16,4371,4154,68,na,37,62.52
GCA_000591055.1,PRJEA50649,SAMEA3138954,na,representative genome,268739,416273,Natronomonas moolapensis 8.8.11,strain=8.8.11,na,latest,Complete Genome,Major,Full,21/02/2013,ASM59105v1,Max-Planck-Institute of Biochemistry,GCF_000591055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/055/GCA_000591055.1_ASM59105v1,na,assembly from type material,na,haploid,archaea,2912573,2912573,64.5,1,1,1,Max-Planck-Institute of Biochemistry,Annotation submitted by Max-Planck-Institute of Biochemistry,02/02/2017,3226,2749,50,23516216,37,49.62
GCA_004799645.1,PRJNA482706,SAMN09711300,na,representative genome,61858,61858,Natronorubrum bangense,strain=JCM 10635,na,latest,Complete Genome,Major,Full,18/04/2019,ASM479964v1,Wuhan University,GCF_004799645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/645/GCA_004799645.1_ASM479964v1,na,assembly from type material,na,haploid,archaea,4382412,4382412,60.5,5,5,5,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,07/27/18,4312,4098,81,30975999,37,51.16
GCA_000698785.1,PRJEA60103,SAMN02721150,na,representative genome,926571,1034015,Nitrososphaera viennensis EN76,strain=EN76,na,latest,Complete Genome,Major,Full,06/06/2014,ASM69878v1,University of Vienna,GCF_000698785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/785/GCA_000698785.1_ASM69878v1,na,assembly from type material,na,haploid,archaea,2527938,2527938,52.5,1,1,1,University of Vienna,Annotation submitted by University of Vienna,08/20/14,3187,3123,47,24907263,42,24.77
GCA_024760425.1,PRJNA870303,SAMN30360716,na,na,1034015,1034015,Nitrososphaera viennensis,strain=PLX03,na,latest,Complete Genome,Major,Full,29/08/2022,ASM2476042v1,China University of Geosciences,GCF_024760425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/760/425/GCA_024760425.1_ASM2476042v1,na,na,na,haploid,archaea,2521342,2521342,52.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/23/22,2990,2927,50,na,42,24.62
GCA_000725425.1,PRJNA207495,SAMN03081469,na,representative genome,1343739,971279,Palaeococcus pacificus DY20341,strain=DY20341,na,latest,Complete Genome,Major,Full,14/07/2014,ASM72542v1,"The third institute of oceanography of SOA,PRChina",GCF_000725425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/425/GCA_000725425.1_ASM72542v1,na,assembly from type material,na,haploid,archaea,1859370,1859370,43,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,06/10/2013,2046,1991,53,26383653,80,86.13
GCA_000008265.1,PRJNA10641,SAMN02603345,na,representative genome,1122961,46632,Picrophilus oshimae DSM 9789,strain=DSM 9790,na,latest,Complete Genome,Major,Full,08/06/2004,ASM826v1,"Institut of Microbiology and Genetics, University of Goettingen",GCF_000008265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/265/GCA_000008265.1_ASM826v1,na,assembly from synonym type material,na,haploid,archaea,1545895,1545895,35.5,1,1,1,"Institut of Microbiology and Genetics, University of Goettingen","Annotation submitted by Institut of Microbiology and Genetics, University of Goettingen",01/30/14,1535,1535,0,15184674,57,55.69
GCA_000007225.1,PRJNA172,SAMN02604075,na,representative genome,178306,13773,Pyrobaculum aerophilum str. IM2,strain=IM2,na,latest,Complete Genome,Major,Full,24/01/2002,ASM722v1,UCLA/CalTech,GCF_000007225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/225/GCA_000007225.1_ASM722v1,na,assembly from type material,na,haploid,archaea,2222430,2222430,51,1,1,1,UCLA/CalTech,Annotation submitted by UCLA/CalTech,11/23/09,2706,2605,90,11792869,98,91.34
GCA_000016385.1,PRJNA15582,SAMN02598330,na,representative genome,340102,121277,Pyrobaculum arsenaticum DSM 13514,strain=DSM 13514,na,latest,Complete Genome,Major,Full,16/04/2007,ASM1638v1,DOE Joint Genome Institute,GCF_000016385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/385/GCA_000016385.1_ASM1638v1,na,assembly from type material,na,haploid,archaea,2121076,2121076,55,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,2407,2298,44,na,95,89.74
GCA_000015805.1,PRJNA18111,SAMN00623060,na,representative genome,410359,181486,Pyrobaculum calidifontis JCM 11548,strain=JCM 11548,na,latest,Complete Genome,Major,Full,27/02/2007,ASM1580v1,DOE Joint Genome Institute,GCF_000015805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/805/GCA_000015805.1_ASM1580v1,na,assembly from type material,na,haploid,archaea,2009313,2009313,57,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,12/11/2013,2200,2149,16,na,90,92.57
GCA_000234805.1,PRJNA74711,SAMN02603094,na,representative genome,1104324,1104324,Pyrobaculum ferrireducens,strain=1860,na,latest,Complete Genome,Major,Full,10/11/2011,ASM23480v1,Centre Bioengineering RAS,GCF_000234805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/234/805/GCA_000234805.1_ASM23480v1,na,assembly from type material,na,haploid,archaea,2467972,2467972,56.5,1,1,1,Centre Bioengineering RAS,Annotation submitted by Centre Bioengineering RAS,01/11/2016,2891,2827,34,22247528,90,95.46
GCA_000015205.1,PRJNA16743,SAMN02598374,na,representative genome,384616,2277,Pyrobaculum islandicum DSM 4184,strain=DSM 4184,na,latest,Complete Genome,Major,Full,20/12/2006,ASM1520v1,DOE Joint Genome Institute,GCF_000015205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/205/GCA_000015205.1_ASM1520v1,na,assembly from type material,na,haploid,archaea,1826402,1826402,49.5,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,2062,1978,41,na,95,98.11
GCA_000019805.1,PRJNA15645,SAMN02598332,na,representative genome,444157,70771,Pyrobaculum neutrophilum V24Sta,strain=V24Sta,na,latest,Complete Genome,Major,Full,27/03/2008,ASM1980v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000019805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/805/GCA_000019805.1_ASM1980v1,na,assembly from type material,na,haploid,archaea,1769823,1769823,59.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),08/25/17,2053,1966,34,na,85,96.49
GCA_000247545.1,PRJNA42375,SAMN02604076,na,na,698757,99007,Pyrobaculum oguniense TE7,strain=TE7,na,latest,Complete Genome,Major,Full,10/02/2012,ASM24754v1,UCSC-Lowelab,GCF_000247545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/545/GCA_000247545.1_ASM24754v1,missing rRNA genes,assembly from type material,na,haploid,archaea,2452920,2452920,55,2,2,2,UCSC-Lowelab,Annotation submitted by UCSC-Lowelab,01/31/14,3014,2835,145,23407329,90,89.78
