assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_000063445.1,PRJNA19641,SAMEA3138262,na,representative genome,351160,1175445,Methanocella arvoryzae MRE50,strain=MRE50,na,latest,Complete Genome,Major,Full,12/10/2006,ASM6344v1,Max Planck Institute,GCF_000063445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/445/GCA_000063445.1_ASM6344v1,na,assembly from type material,na,haploid,archaea,3179916,3179916,54.5,1,1,1,Max Planck Institute,Annotation submitted by Max Planck Institute,02/28/15,3124,3085,21,16857943,45,41.49,0.07181,0.07583,0.03594,0.00943,0.05451,0.06182,0.09246,0.08697,0.03434,0.05567,0.01302,0.0271,0.07797,0.01762,0.05578,0.02968,0.03666,0.04558,0.06154,0.05625,0,0,0,0,0,0,0
GCA_000251105.1,PRJNA73221,SAMN02603117,na,representative genome,1041930,1175444,Methanocella conradii HZ254,strain=HZ254,na,latest,Complete Genome,Major,Full,07/03/2012,ASM25110v1,China Agricultural University,GCF_000251105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/105/GCA_000251105.1_ASM25110v1,na,assembly from type material,na,haploid,archaea,2378438,2378438,52.5,1,1,1,China Agricultural University,Annotation submitted by China Agricultural University,10/27/15,2573,2455,57,22493204;25727385;22530002,50,48.77,0.07181,0.07755,0.03693,0.00943,0.05578,0.065,0.09308,0.08766,0.0342,0.05483,0.01313,0.02192,0.07982,0.01698,0.06033,0.03196,0.03696,0.04315,0.06178,0.0477,0,0,0,0,0,0,0
GCA_000011005.1,PRJDA20361,SAMD00060931,na,representative genome,304371,570267,Methanocella paludicola SANAE,strain=SANAE,na,latest,Complete Genome,Major,Full,25/12/2009,ASM1100v1,NITE,GCF_000011005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/005/GCA_000011005.1_ASM1100v1,na,assembly from type material,na,haploid,archaea,2957635,2957635,54.5,1,1,1,NITE,Annotation submitted by NITE,10/07/2016,3062,3004,58,17483259;18398197,37,39.79,0.07061,0.07685,0.03642,0.00957,0.0525,0.06217,0.09187,0.08556,0.03585,0.05776,0.01256,0.0236,0.0795,0.01729,0.06141,0.03159,0.03747,0.04459,0.06074,0.05207,0,0,0,0,0,0,0
GCA_000013725.1,PRJNA9634,SAMN02598545,na,representative genome,259564,29291,Methanococcoides burtonii DSM 6242,strain=DSM 6242,na,latest,Complete Genome,Major,Full,10/04/2006,ASM1372v1,DOE Joint Genome Institute,GCF_000013725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/725/GCA_000013725.1_ASM1372v1,na,assembly from type material,na,haploid,archaea,2575032,2575032,40.5,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,2500,2272,66,na,21,43.37,0.08437,0.07289,0.03382,0.00872,0.04165,0.07314,0.08922,0.06777,0.04591,0.06327,0.012,0.02452,0.07068,0.01949,0.06451,0.03009,0.04016,0.03621,0.06729,0.0543,0,0,0,0,0,0,0
GCA_000970325.1,PRJNA230935,SAMN03074571,na,na,1434104,2226,Methanococcoides methylutens MM1,strain=MM1,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97032v1,University of Illinois at Urbana-Champaign,GCF_000970325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/325/GCA_000970325.1_ASM97032v1,na,na,na,haploid,archaea,2394636,2394636,44,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,2267,2203,60,na,28,46.47,0.08008,0.07497,0.03285,0.00849,0.04291,0.07932,0.08849,0.07213,0.04133,0.06439,0.01208,0.02421,0.07304,0.0187,0.0604,0.03037,0.03937,0.03824,0.06552,0.05308,0,0,1.00E-05,0,0,0,0
GCA_025449255.1,PRJNA622823,SAMN30825808,na,na,42879,42879,Methanococcus aeolicus,strain=PL15/HP,na,latest,Complete Genome,Major,Full,28/09/2022,ASM2544925v1,NEB,GCF_025449255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/449/255/GCA_025449255.1_ASM2544925v1,na,na,na,haploid,archaea,1677738,1677738,29.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),09/22/22,1664,1595,49,na,38,47.58,0.10775,0.06027,0.0421,0.00643,0.02966,0.07459,0.08752,0.05304,0.07109,0.05615,0.0142,0.01793,0.06594,0.01583,0.09735,0.0259,0.03758,0.03443,0.0544,0.04781,0,0,0,2.00E-05,0,0,0
GCA_000017185.1,PRJNA18641,SAMN00623051,na,representative genome,419665,42879,Methanococcus aeolicus Nankai-3,strain=Nankai-3,na,latest,Complete Genome,Major,Full,29/06/2007,ASM1718v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000017185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/185/GCA_000017185.1_ASM1718v1,na,assembly from type material,na,haploid,archaea,1569500,1569500,30,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),12/11/2013,1552,1490,43,na,38,47.36,0.10824,0.06085,0.04146,0.00615,0.02965,0.07487,0.08685,0.05399,0.07059,0.05635,0.01422,0.01777,0.06678,0.01598,0.09604,0.02629,0.03665,0.03467,0.05427,0.04831,0,0,0,1.00E-05,0,0,0
GCA_002945325.1,PRJNA432904,SAMN08466362,na,representative genome,39152,39152,Methanococcus maripaludis,strain=DSM 2067,na,latest,Complete Genome,Major,Full,12/02/2018,ASM294532v1,Goettingen Genomics Laboratory,GCF_002945325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/945/325/GCA_002945325.1_ASM294532v1,na,assembly from type material,na,haploid,archaea,1714918,1714918,32.5,1,1,1,Goettingen Genomics Laboratory,Annotation submitted by Goettingen Genomics Laboratory,02/12/2018,1861,1815,46,na,37,50.64,0.09416,0.06945,0.03923,0.00657,0.03073,0.08112,0.09031,0.05675,0.05779,0.05656,0.01356,0.01882,0.06682,0.01494,0.08857,0.0259,0.04227,0.03347,0.06271,0.05024,0,0,0,2.00E-05,0,0,0
GCA_000011585.1,PRJNA10632,SAMEA3138215,na,na,267377,39152,Methanococcus maripaludis S2,strain=S2,na,latest,Complete Genome,Major,Full,04/03/2004,ASM1158v1,University of Washington,GCF_000011585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/585/GCA_000011585.1_ASM1158v1,na,na,na,haploid,archaea,1661137,1661137,33,1,1,1,University of Washington,Annotation submitted by University of Washington,02/28/15,1772,1722,50,15466049,37,50.72,0.09401,0.0698,0.0382,0.0065,0.03097,0.08131,0.09088,0.05809,0.05639,0.05601,0.01364,0.01871,0.06752,0.015,0.0885,0.02625,0.04201,0.03398,0.06257,0.04966,0,0,0,2.00E-05,0,0,0
GCA_000016125.1,PRJNA17641,SAMN02598397,na,na,402880,39152,Methanococcus maripaludis C5,strain=C5,na,latest,Complete Genome,Major,Full,15/03/2007,ASM1612v1,DOE Joint Genome Institute,GCF_000016125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/125/GCA_000016125.1_ASM1612v1,na,na,na,haploid,archaea,1789046,1789046,32.5,2,2,2,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,07/14/16,1889,1822,44,na,37,53.09,0.09434,0.06831,0.03912,0.00649,0.03185,0.08254,0.09153,0.05634,0.05628,0.05634,0.01312,0.01891,0.06616,0.01529,0.08946,0.02622,0.04268,0.03315,0.06229,0.04955,0,0,0,2.00E-05,0,0,0
GCA_000828535.1,PRJDA34063,SAMD00170763,na,na,637914,39152,Methanococcus maripaludis KA1,strain=KA1,na,latest,Complete Genome,Major,Full,01/10/2014,ASM82853v1,National Institute of Technology and Evaluation,GCF_000828535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/535/GCA_000828535.1_ASM82853v1,na,na,na,haploid,archaea,1858414,1858414,32.5,2,2,2,National Institute of Technology and Evaluation,Annotation submitted by National Institute of Technology and Evaluation,05/07/2019,2016,1969,47,na,37,50.18,0.09384,0.06907,0.03921,0.00653,0.03093,0.08099,0.0905,0.05726,0.05782,0.05666,0.01385,0.01884,0.06683,0.01499,0.08854,0.02595,0.04177,0.03381,0.0629,0.04969,0,0,0,2.00E-05,0,0,0
GCA_000828555.1,PRJDA34065,SAMD00170764,na,na,637915,39152,Methanococcus maripaludis OS7,strain=OS7,na,latest,Complete Genome,Major,Full,01/10/2014,ASM82855v1,National Institute of Technology and Evaluation,GCF_000828555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/555/GCA_000828555.1_ASM82855v1,na,na,na,haploid,archaea,1749749,1749749,32.5,1,1,1,National Institute of Technology and Evaluation,Annotation submitted by National Institute of Technology and Evaluation,05/07/2019,1883,1837,46,na,37,50.83,0.09346,0.06925,0.03912,0.00667,0.03119,0.08152,0.09057,0.05715,0.05728,0.05665,0.01372,0.019,0.06696,0.01483,0.0883,0.02592,0.04194,0.0337,0.06295,0.04981,0,0,0,2.00E-05,0,0,0
GCA_000220645.1,PRJNA68579,SAMN02603718,na,na,1053692,39152,Methanococcus maripaludis X1,strain=X1,na,latest,Complete Genome,Major,Full,14/07/2011,ASM22064v1,"Ecosystem Sciences, Commonwealth Scientific and Industrial Research Organisation ",GCF_000220645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/645/GCA_000220645.1_ASM22064v1,na,na,na,haploid,archaea,1746697,1746697,32.5,1,1,1,"Ecosystem Sciences, Commonwealth Scientific and Industrial Research Organisation ","Annotation submitted by Ecosystem Sciences, Commonwealth Scientific and Industrial Research Organisation ",01/31/14,1892,1850,42,21914896,37,51.03,0.0939,0.06948,0.039,0.00664,0.03095,0.081,0.09102,0.05707,0.05703,0.05641,0.01322,0.01881,0.06678,0.01488,0.08876,0.02591,0.04256,0.03373,0.06316,0.0497,0,0,0,0,0,0,0
GCA_010706455.1,PRJNA557089,SAMN12565415,na,na,2209,2209,Methanosarcina mazei,strain=zm-15,na,latest,Complete Genome,Major,Full,18/02/2020,ASM1070645v1,Peking University,GCF_010706455.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/706/455/GCA_010706455.1_ASM1070645v1,na,na,na,haploid,archaea,4323149,4323149,41,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/14/19,3612,3347,68,31876088,37,51.47,0.07661,0.06844,0.03536,0.00945,0.04658,0.08179,0.09423,0.0701,0.044,0.05283,0.01242,0.02491,0.07184,0.01664,0.06841,0.02438,0.04306,0.03987,0.06792,0.05118,0,0,0,0,0,0,0
GCA_019669945.1,PRJDB8302,SAMD00171895,na,na,2209,2209,Methanosarcina mazei,strain=TMA,na,latest,Complete Genome,Major,Full,02/06/2021,ASM1966994v1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",GCF_019669945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/945/GCA_019669945.1_ASM1966994v1,na,na,na,haploid,archaea,4417125,4417125,41,1,1,1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University","Annotation submitted by Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",06/02/2021,3866,3796,70,na,37,50.45,0.07681,0.0679,0.03529,0.0095,0.04663,0.0823,0.09294,0.07,0.04435,0.05263,0.01273,0.02511,0.07182,0.01699,0.06934,0.02487,0.04207,0.04031,0.06698,0.05144,0,0,1.00E-05,0,0,0,0
GCA_030247745.1,PRJNA929891,SAMN32970220,na,na,2209,2209,Methanosarcina mazei,strain=Mm Mut 208,na,latest,Complete Genome,Major,Full,09/06/2023,ASM3024774v1,Christian-Albrechts-University Kiel,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/247/745/GCA_030247745.1_ASM3024774v1,contaminated,na,na,haploid,archaea,4108379,4108379,41,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),02/07/2023,3549,3368,68,na,37,51.15,0.07631,0.06916,0.03494,0.00933,0.04647,0.08201,0.09388,0.07133,0.04314,0.05275,0.01225,0.02453,0.07294,0.0165,0.06784,0.02472,0.04262,0.04027,0.06775,0.05124,0,0,0,0,0,0,0
GCA_030247815.1,PRJNA929716,SAMN32970190,na,na,2209,2209,Methanosarcina mazei,strain=Mm Mut 203b,na,latest,Complete Genome,Major,Full,09/06/2023,ASM3024781v1,Christian-Albrechts-University Kiel,GCF_030247815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/247/815/GCA_030247815.1_ASM3024781v1,na,na,na,haploid,archaea,4085600,4085600,41,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),02/02/2023,3506,3343,68,na,37,51.28,0.07633,0.06911,0.03498,0.00933,0.04644,0.08216,0.0939,0.07114,0.04338,0.0528,0.01222,0.02453,0.07273,0.01646,0.068,0.0247,0.04263,0.04019,0.06778,0.05122,0,0,0,0,0,0,0
GCA_000007065.1,PRJNA300,SAMN02603290,na,representative genome,192952,2209,Methanosarcina mazei Go1,strain=Go1,na,latest,Complete Genome,Major,Full,20/05/2002,ASM706v1,Gottingen Genomics Laboratory,GCF_000007065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/065/GCA_000007065.1_ASM706v1,na,na,na,haploid,archaea,4096345,4096345,41,1,1,1,Gottingen Genomics Laboratory,Annotation submitted by Gottingen Genomics Laboratory,01/30/14,3438,3371,67,12125824,37,51.1,0.07655,0.06866,0.0353,0.00938,0.04671,0.08166,0.09379,0.07071,0.04351,0.05254,0.01246,0.02482,0.07228,0.01676,0.06819,0.02493,0.04298,0.04005,0.06757,0.05114,0,0,0,0,0,0,0
GCA_000970205.1,PRJNA230947,SAMN03074583,na,na,213585,2209,Methanosarcina mazei S-6,strain=S-6,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97020v1,University of Illinois at Urbana-Champaign,GCF_000970205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/205/GCA_000970205.1_ASM97020v1,na,assembly from type material,na,haploid,archaea,4142816,4142816,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3412,3347,63,na,37,51.27,0.07666,0.06819,0.03506,0.00937,0.04658,0.08238,0.094,0.07059,0.04365,0.05275,0.01228,0.02472,0.07227,0.01657,0.06855,0.02457,0.04285,0.04025,0.06768,0.05104,0,0,1.00E-05,0,0,0,0
GCA_000341715.1,PRJNA176295,SAMN02603746,na,na,1236903,2209,Methanosarcina mazei Tuc01,strain=Tuc01,na,latest,Complete Genome,Major,Full,22/02/2013,ASM34171v1,Rede Paraense de Genomica e Proteomica,GCF_000341715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/715/GCA_000341715.1_ASM34171v1,na,na,na,haploid,archaea,3427949,3427949,42,1,1,1,Rede Paraense de Genomica e Proteomica,Annotation submitted by Rede Paraense de Genomica e Proteomica,01/31/14,3444,3252,49,23704185,37,51.01,0.07639,0.06998,0.03448,0.00899,0.04693,0.08144,0.09376,0.07159,0.0422,0.05182,0.01251,0.02422,0.07427,0.01648,0.06636,0.02577,0.04283,0.04079,0.068,0.05117,0,0,0,0,0,0,0
GCA_000970245.1,PRJNA230945,SAMN03074581,na,na,1434113,2209,Methanosarcina mazei C16,strain=C16,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97024v1,University of Illinois at Urbana-Champaign,GCF_000970245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/245/GCA_000970245.1_ASM97024v1,na,assembly from synonym type material,na,haploid,archaea,4166241,4166241,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3437,3371,65,na,37,50.61,0.07628,0.06846,0.03531,0.00942,0.04661,0.08179,0.09366,0.0707,0.04363,0.05251,0.01251,0.02473,0.07288,0.01669,0.06795,0.02468,0.04289,0.04037,0.06767,0.05125,0,0,1.00E-05,0,0,0,0
GCA_000970225.1,PRJNA230946,SAMN03074582,na,na,1434114,2209,Methanosarcina mazei LYC,strain=LYC,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97022v1,University of Illinois at Urbana-Champaign,GCF_000970225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/225/GCA_000970225.1_ASM97022v1,na,na,na,haploid,archaea,4154344,4154344,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3412,3347,64,na,37,51.66,0.07647,0.06819,0.03499,0.00942,0.04655,0.08259,0.09444,0.07045,0.04336,0.05282,0.01241,0.02458,0.07241,0.0165,0.06872,0.02464,0.04299,0.04003,0.06749,0.05093,0,0,1.00E-05,0,0,0,0
GCA_000970185.1,PRJNA230948,SAMN03074584,na,na,1434115,2209,Methanosarcina mazei SarPi,strain=SarPi,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97018v1,University of Illinois at Urbana-Champaign,GCF_000970185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/185/GCA_000970185.1_ASM97018v1,na,na,na,haploid,archaea,4066551,4066551,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3276,3211,63,na,37,51.36,0.07644,0.06888,0.03492,0.00935,0.04653,0.08196,0.09425,0.07136,0.04316,0.05273,0.0122,0.02441,0.07289,0.01638,0.06797,0.02486,0.04276,0.04019,0.06776,0.05098,0,0,1.00E-05,0,0,0,0
GCA_000970165.1,PRJNA230950,SAMN03074586,na,na,1434117,2209,Methanosarcina mazei WWM610,strain=WWM610,na,latest,Complete Genome,Major,Full,07/04/2015,ASM97016v1,University of Illinois at Urbana-Champaign,GCF_000970165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/165/GCA_000970165.1_ASM97016v1,na,na,na,haploid,archaea,4096482,4096482,41,1,1,1,University of Illinois at Urbana-Champaign,Annotation submitted by University of Illinois at Urbana-Champaign,04/07/2015,3343,3278,64,na,37,50.83,0.07638,0.06873,0.03513,0.00928,0.04637,0.0821,0.09378,0.07105,0.04359,0.05264,0.01237,0.02474,0.07274,0.01649,0.06785,0.0248,0.0428,0.04012,0.06761,0.05143,0,0,1.00E-05,0,0,0,0
GCA_000017165.1,PRJNA17889,SAMN02598403,na,representative genome,406327,2187,Methanococcus vannielii SB,strain=SB,na,latest,Complete Genome,Major,Full,29/06/2007,ASM1716v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000017165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/165/GCA_000017165.1_ASM1716v1,na,assembly from type material,na,haploid,archaea,1720048,1720048,31,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),01/28/14,1752,1678,48,na,36,53.27,0.09917,0.06678,0.03851,0.00601,0.03193,0.07938,0.09259,0.05257,0.05989,0.05222,0.013,0.01826,0.06575,0.01528,0.09408,0.02453,0.04349,0.03355,0.06445,0.04855,0,0,0,1.00E-05,0,0,0
GCA_000015765.1,PRJNA18109,SAMN00623052,na,representative genome,410358,83984,Methanocorpusculum labreanum Z,strain=Z,na,latest,Complete Genome,Major,Full,01/02/2007,ASM1576v1,DOE Joint Genome Institute,GCF_000015765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/765/GCA_000015765.1_ASM1576v1,na,assembly from type material,na,haploid,archaea,1804962,1804962,50,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,12/11/2013,1819,1739,54,21304657,37,40.05,0.07631,0.07476,0.03416,0.00924,0.04678,0.06699,0.09203,0.08524,0.03562,0.05526,0.01508,0.02512,0.07769,0.01835,0.05504,0.02865,0.0393,0.04434,0.0603,0.05976,0,0,0,0,0,0,0
GCA_900036045.1,PRJEB12532,SAMEA3857231,na,na,83986,83986,Methanoculleus bourgensis,na,Methanoculleus sp MAB1,latest,Complete Genome,Major,Full,15/02/2016,Methanoculleus sp MAB1,SLU,GCF_900036045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/036/045/GCA_900036045.1_Methanoculleus_sp_MAB1,na,na,na,haploid,archaea,2859299,2859299,60,1,1,1,SLU,Annotation submitted by SLU,08/06/2020,3558,3450,51,na,37,55.34,0.06219,0.07895,0.03028,0.01141,0.07366,0.06788,0.09221,0.09618,0.02767,0.05659,0.01351,0.02537,0.08469,0.02026,0.03404,0.02446,0.0354,0.05258,0.05567,0.05701,0,0,0,0,0,0,0
GCA_900079125.1,PRJEB13327,SAMEA3921042,na,na,83986,83986,Methanoculleus bourgensis,na,BA1,latest,Complete Genome,Major,Full,05/05/2016,MBBA,CEBITEC,GCF_900079125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/125/GCA_900079125.1_MBBA,contaminated,na,na,haploid,archaea,2551189,2551189,60.5,1,1,1,CEBITEC,Annotation submitted by CEBITEC,05/05/2016,2576,2528,48,na,37,61.13,0.06393,0.08287,0.03052,0.01024,0.07128,0.06967,0.09425,0.09971,0.02669,0.05713,0.013,0.02473,0.08478,0.01966,0.03365,0.02443,0.03572,0.05073,0.05109,0.0559,0,0,0,0,0,0,0
GCA_000304355.2,PRJEB167,SAMEA2272323,na,representative genome,1201294,83986,Methanoculleus bourgensis MS2,strain=MS2T,na,latest,Complete Genome,Major,Full,04/02/2014,Mb_MS2,irena.maus,GCF_000304355.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/355/GCA_000304355.2_Mb_MS2,na,assembly from type material,na,haploid,archaea,2789774,2789774,60.5,1,1,1,irena.maus,Annotation submitted by irena.maus,03/01/2015,2628,2580,48,na,37,59.14,0.06338,0.08175,0.03047,0.01047,0.07114,0.06932,0.09409,0.09898,0.02738,0.05762,0.01314,0.02511,0.0846,0.01969,0.03358,0.02405,0.03542,0.05084,0.05213,0.05681,0,0,0,0,0,0,0
GCA_019669965.1,PRJDB8303,SAMD00171896,na,representative genome,118126,118126,Methanoculleus chikugoensis,strain=MG62,na,latest,Complete Genome,Major,Full,02/06/2021,ASM1966996v1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",GCF_019669965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/965/GCA_019669965.1_ASM1966996v1,na,assembly from type material,na,haploid,archaea,2622259,2622259,61.5,1,1,1,"Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University","Annotation submitted by Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University",06/02/2021,2624,2575,49,na,28,59.92,0.06266,0.08269,0.03021,0.01013,0.07047,0.07098,0.09434,0.10269,0.02738,0.0567,0.01264,0.02355,0.08522,0.0192,0.03393,0.02428,0.03629,0.04996,0.05094,0.05576,0,0,0,0,0,0,0
GCA_000015825.1,PRJNA16330,SAMN02598365,na,representative genome,368407,2198,Methanoculleus marisnigri JR1,strain=JR1,na,latest,Complete Genome,Major,Full,16/02/2007,ASM1582v1,DOE Joint Genome Institute,GCF_000015825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/825/GCA_000015825.1_ASM1582v1,na,assembly from type material,na,haploid,archaea,2478101,2478101,62,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,01/28/14,2555,2489,49,21304656,34,60.28,0.06147,0.08347,0.03031,0.01005,0.07016,0.07175,0.09464,0.10175,0.02723,0.05734,0.01304,0.02342,0.0851,0.0197,0.03359,0.0242,0.0364,0.04995,0.05098,0.05544,0,0,0,0,1.00E-05,0,0
GCA_025914035.1,PRJNA891094,SAMN31309218,na,representative genome,204050,204050,Methanoculleus submarinus,strain=DSM 15122,na,latest,Complete Genome,Major,Full,31/10/2022,ASM2591403v1,National Chung Hsing University,GCF_025914035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/914/035/GCA_025914035.1_ASM2591403v1,na,assembly from type material,na,haploid,archaea,2462514,2462514,62,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/24/22,2504,2446,53,na,37,60.88,0.06165,0.08384,0.0303,0.0101,0.06986,0.07208,0.09466,0.10214,0.02706,0.05745,0.01293,0.02331,0.08515,0.01951,0.03354,0.02419,0.03647,0.0496,0.0507,0.05545,0,0,0,0,0,0,0
GCA_017357525.1,PRJNA269558,SAMN03254450,na,representative genome,126734,126734,Methanofollis aquaemaris,strain=N2F9704,na,latest,Complete Genome,Major,Full,16/03/2021,ASM1735752v1,National Chung Hsing University,GCF_017357525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/525/GCA_017357525.1_ASM1735752v1,na,assembly from type material,na,haploid,archaea,2746416,2746416,59.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,02/19/19,2581,2478,56,11594621,37,51.18,0.05934,0.08514,0.03007,0.01078,0.06092,0.0726,0.09331,0.09835,0.02786,0.05657,0.01352,0.02361,0.08741,0.01969,0.03641,0.02465,0.03718,0.04838,0.05347,0.06075,0,0,0,0,0,0,0
GCA_026684035.1,PRJNA905568,SAMN31875339,na,representative genome,2199,2199,Methanogenium organophilum,strain=DSM 3596,na,latest,Complete Genome,Major,Full,06/12/2022,ASM2668403v1,National Chung Hsing University,GCF_026684035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/684/035/GCA_026684035.1_ASM2668403v1,na,assembly from type material,na,haploid,archaea,2648164,2648164,49.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/30/22,2596,2510,62,na,30,43.05,0.07595,0.07485,0.03347,0.01022,0.05244,0.07012,0.08643,0.08565,0.03461,0.05888,0.01466,0.02605,0.08058,0.01959,0.04153,0.02737,0.03876,0.04592,0.06004,0.06287,0,0,0,0,0,0,0
