assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT
GCA_003074995.2,PRJNA450136,SAMN08930813,,representative genome,67780,67780,Edwardsiella ictaluri,strain=S07-698,,latest,Complete Genome,Major,Full,12/10/2021,ASM307499v2,,GCF_003074995.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/995/GCA_003074995.2_ASM307499v2,,,na,,,,,,,,,,,,,,,,27,37.26
GCA_016070795.1,PRJNA575615,SAMN12905447,,na,67780,67780,Edwardsiella ictaluri,strain=2234,,latest,Complete Genome,Major,Full,15/12/2020,ASM1607079v1,,GCF_016070795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/070/795/GCA_016070795.1_ASM1607079v1,,,na,,,,,,,,,,,,,,,,27,36.86
GCA_016070975.1,PRJNA575615,SAMN12905448,,na,67780,67780,Edwardsiella ictaluri,strain=T1-1,,latest,Complete Genome,Major,Full,15/12/2020,ASM1607097v1,,GCF_016070975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/070/975/GCA_016070975.1_ASM1607097v1,,,na,,,,,,,,,,,,,,,,27,38.07
GCA_025665375.1,PRJNA883509,SAMN30966624,,na,67780,67780,Edwardsiella ictaluri,strain=669,,latest,Complete Genome,Major,Full,12/10/2022,ASM2566537v1,,GCF_025665375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/665/375/GCA_025665375.1_ASM2566537v1,,,na,,,,,,,,,,,,,,,,27,37.61
GCA_029633985.1,PRJNA803533,SAMN25655900,,na,67780,67780,Edwardsiella ictaluri,strain=13 TAL-140 K3,,latest,Complete Genome,Major,Full,10/04/2023,ASM2963398v1,,GCF_029633985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/633/985/GCA_029633985.1_ASM2963398v1,,,na,,,,,,,,,,,,,,,,27,36.16
GCA_029634015.1,PRJNA803521,SAMN25655495,,na,67780,67780,Edwardsiella ictaluri,strain=S00-1912,,latest,Complete Genome,Major,Full,10/04/2023,ASM2963401v1,,GCF_029634015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/634/015/GCA_029634015.1_ASM2963401v1,,,na,,,,,,,,,,,,,,,,27,36.28
GCA_000022885.2,PRJNA34853,SAMN02603942,,na,634503,67780,Edwardsiella ictaluri 93-146,strain=93-146,,latest,Complete Genome,Major,Full,16/10/2012,ASM2288v2,,GCF_000022885.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/885/GCA_000022885.2_ASM2288v2,,,na,,,,,,,,,,,,,,,,27,36.93
GCA_003074755.2,PRJNA450460,SAMN08939762,,na,1263550,1263550,Edwardsiella piscicida,strain=S07-346,,latest,Complete Genome,Major,Full,12/10/2021,ASM307475v2,,GCF_003074755.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/755/GCA_003074755.2_ASM307475v2,,,na,,,,,,,,,,,,,,,,28,37.03
GCA_003074775.2,PRJNA450442,SAMN08939553,,na,1263550,1263550,Edwardsiella piscicida,strain=S07-262,,latest,Complete Genome,Major,Full,12/10/2021,ASM307477v2,,GCF_003074775.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/775/GCA_003074775.2_ASM307477v2,,,na,,,,,,,,,,,,,,,,28,36.96
GCA_021733125.1,PRJNA738669,SAMN19803008,,na,1263550,1263550,Edwardsiella piscicida,strain=CZ12001,,latest,Complete Genome,Major,Full,31/01/2022,ASM2173312v1,,GCF_021733125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/733/125/GCA_021733125.1_ASM2173312v1,,,na,,,,,,,,,,,,,,,,28,36.1
GCA_029774215.1,PRJNA923850,SAMN32741787,,na,636,636,Edwardsiella tarda,strain=SC002,,latest,Complete Genome,Major,Full,17/04/2023,ASM2977421v1,,GCF_029774215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/774/215/GCA_029774215.1_ASM2977421v1,,,na,,,,,,,,,,,,,,,,36,36.15
GCA_000146305.1,PRJNA45969,SAMN02603331,,na,718251,636,Edwardsiella tarda FL6-60,strain=FL6-60,,latest,Complete Genome,Major,Full,26/08/2010,ASM14630v1,,GCF_000146305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/305/GCA_000146305.1_ASM14630v1,,,na,,,,,,,,,,,,,,,,36,37.58
GCA_002022025.1,PRJNA326741,SAMN04254539,,na,1117645,1117645,Elizabethkingia anophelis,strain=0422,,latest,Complete Genome,Major,Full,06/03/2017,ASM202202v1,,GCF_002022025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/025/GCA_002022025.1_ASM202202v1,,,na,,,,,,,,,,,,,,,,29,24.28
GCA_002951455.1,PRJNA231221,SAMN03996278,,na,1117645,1117645,Elizabethkingia anophelis,strain=FDAARGOS_134,,latest,Complete Genome,Major,Full,20/02/2018,ASM295145v1,,GCF_002951455.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/455/GCA_002951455.1_ASM295145v1,,,na,,,,,,,,,,,,,,,,29,24.26
GCA_016838625.1,PRJNA698406,SAMN17717915,,na,1117645,1117645,Elizabethkingia anophelis,strain=SEA01,,latest,Complete Genome,Major,Full,09/02/2021,ASM1683862v1,,GCF_016838625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/838/625/GCA_016838625.1_ASM1683862v1,,,na,,,,,,,,,,,,,,,,29,24.01
GCA_022221485.1,PRJNA741344,SAMN19866463,,na,1117645,1117645,Elizabethkingia anophelis,strain=2002N07-090,,latest,Complete Genome,Major,Full,14/02/2022,ASM2222148v1,,GCF_022221485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/221/485/GCA_022221485.1_ASM2222148v1,,,na,,,,,,,,,,,,,,,,29,23.74
GCA_024205145.1,PRJNA707236,SAMN18192329,,na,1117645,1117645,Elizabethkingia anophelis,strain=355-58,,latest,Complete Genome,Major,Full,11/07/2022,ASM2420514v1,,GCF_024205145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/205/145/GCA_024205145.1_ASM2420514v1,,,na,,,,,,,,,,,,,,,,29,24.33
GCA_001027545.1,PRJNA222699,SAMN03771261,,representative genome,1408281,1408281,Endomicrobium proavitum,strain=Rsa215,,latest,Complete Genome,Major,Full,12/06/2015,ASM102754v1,,GCF_001027545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/545/GCA_001027545.1_ASM102754v1,,assembly from type material,na,,,,,,,,,,,,,,,,30,9.9
GCA_020035515.1,PRJNA759088,SAMN21155892,,na,106592,106592,Ensifer adhaerens,strain=W2-B,,latest,Complete Genome,Major,Full,19/09/2021,ASM2003551v1,,GCF_020035515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/035/515/GCA_020035515.1_ASM2003551v1,,,na,,,,,,,,,,,,,,,,28,33.06
GCA_020035535.1,PRJNA759088,SAMN21155893,,na,106592,106592,Ensifer adhaerens,strain=W2-B9,,latest,Complete Genome,Major,Full,19/09/2021,ASM2003553v1,,GCF_020035535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/035/535/GCA_020035535.1_ASM2003553v1,,,na,,,,,,,,,,,,,,,,28,33.06
GCA_000018545.1,PRJNA21101,SAMN02603283,,na,394,380,Sinorhizobium fredii NGR234,strain=NGR234,,latest,Complete Genome,Major,Full,22/04/2009,ASM1854v1,,GCF_000018545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/545/GCA_000018545.1_ASM1854v1,contaminated,,na,,,,,,,,,,,,,,,,28,36.12
GCA_003177055.1,PRJNA285929,SAMN03761947,,representative genome,1128330,380,Sinorhizobium fredii CCBAU 25509,strain=CCBAU 25509,,latest,Complete Genome,Major,Full,30/05/2018,ASM317705v1,,GCF_003177055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/177/055/GCA_003177055.1_ASM317705v1,,,na,,,,,,,,,,,,,,,,28,35.47
GCA_003100575.1,PRJNA285929,SAMN03761948,,na,1128331,380,Sinorhizobium fredii CCBAU 45436,strain=CCBAU 45436,,latest,Complete Genome,Major,Full,09/05/2018,ASM310057v1,,GCF_003100575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/100/575/GCA_003100575.1_ASM310057v1,,,na,,,,,,,,,,,,,,,,28,36.07
GCA_000747295.1,PRJNA244712,SAMN02952139,,na,382,382,Sinorhizobium meliloti,strain=RMO17,,latest,Complete Genome,Major,Full,03/09/2014,ASM74729v1,,GCF_000747295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/747/295/GCA_000747295.1_ASM74729v1,,,na,,,,,,,,,,,,,,,,27,36.78
GCA_002197025.1,PRJNA388336,SAMN07175169,,na,382,382,Sinorhizobium meliloti,strain=USDA1157,,latest,Complete Genome,Major,Full,16/06/2017,ASM219702v1,,GCF_002197025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/025/GCA_002197025.1_ASM219702v1,,,na,,,,,,,,,,,,,,,,27,36.57
GCA_002197065.1,PRJNA388336,SAMN07175168,,na,382,382,Sinorhizobium meliloti,strain=USDA1106,,latest,Complete Genome,Major,Full,16/06/2017,ASM219706v1,,GCF_002197065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/065/GCA_002197065.1_ASM219706v1,,,na,,,,,,,,,,,,,,,,27,37.45
GCA_002197085.1,PRJNA388336,SAMN07175164,,na,382,382,Sinorhizobium meliloti,strain=M270,,latest,Complete Genome,Major,Full,16/06/2017,ASM219708v1,,GCF_002197085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/085/GCA_002197085.1_ASM219708v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,27,36.68
GCA_002197105.1,PRJNA388336,SAMN07175161,,na,382,382,Sinorhizobium meliloti,strain=KH35c,,latest,Complete Genome,Major,Full,16/06/2017,ASM219710v1,,GCF_002197105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/105/GCA_002197105.1_ASM219710v1,,,na,,,,,,,,,,,,,,,,27,36.77
GCA_002197125.1,PRJNA388336,SAMN07175163,,na,382,382,Sinorhizobium meliloti,strain=M162,,latest,Complete Genome,Major,Full,16/06/2017,ASM219712v1,,GCF_002197125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/125/GCA_002197125.1_ASM219712v1,,,na,,,,,,,,,,,,,,,,27,36.8
GCA_002197145.1,PRJNA388336,SAMN07175166,,na,382,382,Sinorhizobium meliloti,strain=T073,,latest,Complete Genome,Major,Full,16/06/2017,ASM219714v1,,GCF_002197145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/145/GCA_002197145.1_ASM219714v1,,,na,,,,,,,,,,,,,,,,27,35.89
GCA_002197165.1,PRJNA388336,SAMN07175160,,na,382,382,Sinorhizobium meliloti,strain=HM006,,latest,Complete Genome,Major,Full,16/06/2017,ASM219716v1,,GCF_002197165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/165/GCA_002197165.1_ASM219716v1,,,na,,,,,,,,,,,,,,,,27,36.38
GCA_002197445.1,PRJNA388336,SAMN07175167,,na,382,382,Sinorhizobium meliloti,strain=USDA1021,,latest,Complete Genome,Major,Full,16/06/2017,ASM219744v1,,GCF_002197445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/445/GCA_002197445.1_ASM219744v1,,,na,,,,,,,,,,,,,,,,27,36.15
GCA_002302355.1,PRJNA361251,SAMN06227501,,na,382,382,Sinorhizobium meliloti,strain=B401,,latest,Complete Genome,Major,Full,14/09/2017,ASM230235v1,,GCF_002302355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/355/GCA_002302355.1_ASM230235v1,,,na,,,,,,,,,,,,,,,,27,37.11
GCA_002302375.1,PRJNA361265,SAMN06229775,,na,382,382,Sinorhizobium meliloti,strain=B399,,latest,Complete Genome,Major,Full,14/09/2017,ASM230237v1,,GCF_002302375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/375/GCA_002302375.1_ASM230237v1,,,na,,,,,,,,,,,,,,,,27,37.06
GCA_009664245.1,PRJNA432049,SAMN08428886,,na,382,382,Sinorhizobium meliloti,strain=AK21,,latest,Complete Genome,Major,Full,15/11/2019,ASM966424v1,,GCF_009664245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/664/245/GCA_009664245.1_ASM966424v1,,,na,,,,,,,,,,,,,,,,27,36.27
GCA_014189595.1,PRJNA329489,SAMN14403975,,na,382,382,Sinorhizobium meliloti,strain=RCAM1115,,latest,Complete Genome,Major,Full,14/08/2020,ASM1418959v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/595/GCA_014189595.1_ASM1418959v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,27,36.61
GCA_014189615.1,PRJNA329489,SAMN14403976,,na,382,382,Sinorhizobium meliloti,strain=RCAM1750,,latest,Complete Genome,Major,Full,14/08/2020,ASM1418961v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/615/GCA_014189615.1_ASM1418961v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,27,37.6
GCA_015689095.1,PRJNA678757,SAMN16812329,,na,382,382,Sinorhizobium meliloti,strain=S35m,,latest,Complete Genome,Major,Full,25/11/2020,ASM1568909v1,,GCF_015689095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/689/095/GCA_015689095.1_ASM1568909v1,,,na,,,,,,,,,,,,,,,,27,36.84
GCA_020684825.1,PRJNA772916,SAMN22420025,,na,382,382,Sinorhizobium meliloti,strain=L6-AK89,,latest,Complete Genome,Major,Full,31/10/2021,ASM2068482v1,,GCF_020684825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/684/825/GCA_020684825.1_ASM2068482v1,,,na,,,,,,,,,,,,,,,,27,36.88
GCA_021052665.1,PRJNA783123,SAMN23416898,,na,382,382,Sinorhizobium meliloti,strain=RRI128,,latest,Complete Genome,Major,Full,06/12/2021,ASM2105266v1,,GCF_021052665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/052/665/GCA_021052665.1_ASM2105266v1,,,na,,,,,,,,,,,,,,,,27,36.8
GCA_021391635.1,PRJNA790456,SAMN24288876,,na,382,382,Sinorhizobium meliloti,strain=Ak57,,latest,Complete Genome,Major,Full,09/01/2022,ASM2139163v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/391/635/GCA_021391635.1_ASM2139163v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,27,36.83
GCA_024205805.1,PRJNA724972,SAMN18865712,,na,382,382,Sinorhizobium meliloti,strain=ABS7,,latest,Complete Genome,Major,Full,11/07/2022,ASM2420580v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/205/805/GCA_024205805.1_ASM2420580v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,27,36.57
GCA_000006965.1,PRJNA19,SAMEA3283068,,na,266834,382,Sinorhizobium meliloti 1021,strain=1021,,latest,Complete Genome,Major,Full,06/05/2003,ASM696v1,,GCF_000006965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/965/GCA_000006965.1_ASM696v1,,,na,,,,,,,,,,,,,,,,27,37.46
GCA_000147795.3,PRJNA41993,SAMN00017059,,na,693982,382,Sinorhizobium meliloti AK83,strain=AK83,,latest,Complete Genome,Major,Full,26/05/2011,ASM14779v3,,GCF_000147795.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/795/GCA_000147795.3_ASM14779v3,,,na,,,,,,,,,,,,,,,,27,36.36
GCA_019048385.1,PRJNA231221,SAMN16357589,,representative genome,549,549,Pantoea agglomerans,strain=FDAARGOS 1447,,latest,Complete Genome,Major,Full,28/06/2021,ASM1904838v1,,GCF_019048385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/385/GCA_019048385.1_ASM1904838v1,,assembly from type material,na,,,,,,,,,,,,,,,,28,32.12
GCA_019880205.1,PRJNA757210,SAMN20953561,,na,549,549,Pantoea agglomerans,strain=CQ10,,latest,Complete Genome,Major,Full,05/09/2021,ASM1988020v1,,GCF_019880205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/880/205/GCA_019880205.1_ASM1988020v1,,,na,,,,,,,,,,,,,,,,28,31.3
GCA_020149765.1,PRJNA764726,SAMN21525196,,na,549,549,Pantoea agglomerans,strain=33.1,,latest,Complete Genome,Major,Full,27/09/2021,ASM2014976v1,,GCF_020149765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/149/765/GCA_020149765.1_ASM2014976v1,,,na,,,,,,,,,,,,,,,,28,32.71
GCA_021559955.1,PRJNA692806,SAMN17370745,,na,549,549,Pantoea agglomerans,strain=ZJU23,,latest,Complete Genome,Major,Full,24/01/2022,ASM2155995v1,,GCF_021559955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/559/955/GCA_021559955.1_ASM2155995v1,,,na,,,,,,,,,,,,,,,,28,30.98
GCA_024799805.1,PRJNA870770,SAMN30435625,,na,549,549,Pantoea agglomerans,strain=CHTF15,,latest,Complete Genome,Major,Full,31/08/2022,ASM2479980v1,,GCF_024799805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/799/805/GCA_024799805.1_ASM2479980v1,,,na,,,,,,,,,,,,,,,,28,31.57
GCA_026625085.1,PRJNA903092,SAMN31782636,,na,549,549,Pantoea agglomerans,strain=AB378,,latest,Complete Genome,Major,Full,04/12/2022,ASM2662508v1,,GCF_026625085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/625/085/GCA_026625085.1_ASM2662508v1,,,na,,,,,,,,,,,,,,,,28,31.54
GCA_002393405.1,PRJNA231221,SAMN07312439,,na,61646,61646,Lelliottia amnigena,strain=FDAARGOS_395,,latest,Complete Genome,Major,Full,28/09/2017,ASM239340v1,,GCF_002393405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/393/405/GCA_002393405.1_ASM239340v1,,,na,,,,,,,,,,,,,,,,31,32.29
GCA_019048185.1,PRJNA231221,SAMN16357588,,na,61646,61646,Lelliottia amnigena,strain=FDAARGOS 1446,,latest,Complete Genome,Major,Full,28/06/2021,ASM1904818v1,,GCF_019048185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/185/GCA_019048185.1_ASM1904818v1,,,na,,,,,,,,,,,,,,,,31,33.29
GCA_023970615.1,PRJNA849010,SAMN29039147,,na,61646,61646,Lelliottia amnigena,strain=P13,,latest,Complete Genome,Major,Full,28/06/2022,ASM2397061v1,,GCF_023970615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/970/615/GCA_023970615.1_ASM2397061v1,,,na,,,,,,,,,,,,,,,,31,31.92
GCA_015168595.1,PRJNA670619,SAMN16515958,,na,61645,61645,Enterobacter asburiae,strain=SD4L,,latest,Complete Genome,Major,Full,02/11/2020,ASM1516859v1,,GCF_015168595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/168/595/GCA_015168595.1_ASM1516859v1,,,na,,,,,,,,,,,,,,,,32,33.07
GCA_019968785.1,PRJNA725976,SAMN18917003,,na,61645,61645,Enterobacter asburiae,strain=JBIWA007,,latest,Complete Genome,Major,Full,14/09/2021,ASM1996878v1,,GCF_019968785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/968/785/GCA_019968785.1_ASM1996878v1,,,na,,,,,,,,,,,,,,,,32,33.43
GCA_023101705.1,PRJNA762162,SAMN21379551,,na,61645,61645,Enterobacter asburiae,strain=16773-yvys,,latest,Complete Genome,Major,Full,18/04/2022,ASM2310170v1,,GCF_023101705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/101/705/GCA_023101705.1_ASM2310170v1,,,na,,,,,,,,,,,,,,,,32,33.5
GCA_004804375.1,PRJNA531146,SAMN11349924,,na,881260,881260,Enterobacter bugandensis,strain=220,,latest,Complete Genome,Major,Full,23/04/2019,ASM480437v1,,GCF_004804375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/804/375/GCA_004804375.1_ASM480437v1,,,na,,,,,,,,,,,,,,,,30,33.4
GCA_009648915.1,PRJNA541977,SAMN10574725,,na,69218,69218,Enterobacter cancerogenus,strain=MiY-F,,latest,Complete Genome,Major,Full,11/11/2019,ASM964891v1,,GCF_009648915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/648/915/GCA_009648915.1_ASM964891v1,,,na,,,,,,,,,,,,,,,,32,30.51
GCA_001022055.1,PRJNA246471,SAMN03733827,,na,158836,158836,Enterobacter hormaechei,strain=CAV1668,,latest,Complete Genome,Major,Full,09/06/2015,ASM102205v1,,GCF_001022055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/055/GCA_001022055.1_ASM102205v1,,,na,,,,,,,,,,,,,,,,32,33.94
GCA_003428425.1,PRJNA415108,SAMN08027258,,na,158836,158836,Enterobacter hormaechei,strain=WCHEH020038,,latest,Complete Genome,Major,Full,26/08/2018,ASM342842v1,,GCF_003428425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/428/425/GCA_003428425.1_ASM342842v1,,,na,,,,,,,,,,,,,,,,32,32.88
GCA_008123985.1,PRJNA560883,SAMN12603275,,na,158836,158836,Enterobacter hormaechei,strain=PG20180056,,latest,Complete Genome,Major,Full,29/08/2019,ASM812398v1,,GCF_008123985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/123/985/GCA_008123985.1_ASM812398v1,,,na,,,,,,,,,,,,,,,,32,33.46
GCA_011044215.1,PRJNA607390,SAMN14132375,,na,158836,158836,Enterobacter hormaechei,strain=Y233,,latest,Complete Genome,Major,Full,01/03/2020,ASM1104421v1,,GCF_011044215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/044/215/GCA_011044215.1_ASM1104421v1,,,na,,,,,,,,,,,,,,,,32,32.8
GCA_013625115.1,PRJNA605147,SAMN15148493,,na,158836,158836,Enterobacter hormaechei,strain=RHBSTW-00114,,latest,Complete Genome,Major,Full,24/07/2020,ASM1362511v1,,GCF_013625115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/625/115/GCA_013625115.1_ASM1362511v1,,,na,,,,,,,,,,,,,,,,32,32.75
GCA_013743505.1,PRJNA605147,SAMN15148547,,na,158836,158836,Enterobacter hormaechei,strain=RHBSTW-00218,,latest,Complete Genome,Major,Full,27/07/2020,ASM1374350v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/743/505/GCA_013743505.1_ASM1374350v1,unverified source organism,,na,,,,,,,,,,,,,,,,32,32.93
GCA_015137995.1,PRJDB9036,SAMD00195982,,na,158836,158836,Enterobacter hormaechei,strain=STN0717-64,,latest,Complete Genome,Major,Full,08/10/2020,ASM1513799v1,,GCF_015137995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/137/995/GCA_015137995.1_ASM1513799v1,,,na,,,,,,,,,,,,,,,,32,32.15
GCA_016939555.1,PRJNA700516,SAMN16933270,,na,158836,158836,Enterobacter hormaechei,strain=EC48293,,latest,Complete Genome,Major,Full,25/02/2021,ASM1693955v1,,GCF_016939555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/939/555/GCA_016939555.1_ASM1693955v1,,,na,,,,,,,,,,,,,,,,32,32.58
GCA_017310485.1,PRJNA672237,SAMN16561277,,na,158836,158836,Enterobacter hormaechei,strain=IR5283,,latest,Complete Genome,Major,Full,09/03/2021,ASM1731048v1,,GCF_017310485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/310/485/GCA_017310485.1_ASM1731048v1,,,na,,,,,,,,,,,,,,,,32,33.09
GCA_019048245.1,PRJNA231221,SAMN16357575,,na,158836,158836,Enterobacter hormaechei,strain=FDAARGOS 1433,,latest,Complete Genome,Major,Full,28/06/2021,ASM1904824v1,,GCF_019048245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/048/245/GCA_019048245.1_ASM1904824v1,,assembly from type material,na,,,,,,,,,,,,,,,,32,32.87
GCA_023734815.1,PRJDB13518,SAMD00490830,,na,158836,158836,Enterobacter hormaechei,strain=FUJ80002,,latest,Complete Genome,Major,Full,05/06/2022,ASM2373481v1,,GCF_023734815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/734/815/GCA_023734815.1_ASM2373481v1,,,na,,,,,,,,,,,,,,,,32,32.88
GCA_023734995.1,PRJDB13518,SAMD00490840,,na,158836,158836,Enterobacter hormaechei,strain=FUJ80014,,latest,Complete Genome,Major,Full,05/06/2022,ASM2373499v1,,GCF_023734995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/734/995/GCA_023734995.1_ASM2373499v1,,,na,,,,,,,,,,,,,,,,32,32.83
GCA_023735035.1,PRJDB13518,SAMD00490843,,na,158836,158836,Enterobacter hormaechei,strain=FUJ80019,,latest,Complete Genome,Major,Full,05/06/2022,ASM2373503v1,,GCF_023735035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/735/035/GCA_023735035.1_ASM2373503v1,,,na,,,,,,,,,,,,,,,,32,32.81
GCA_023735695.1,PRJDB13518,SAMD00490877,,na,158836,158836,Enterobacter hormaechei,strain=FUJ80151,,latest,Complete Genome,Major,Full,05/06/2022,ASM2373569v1,,GCF_023735695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/735/695/GCA_023735695.1_ASM2373569v1,,,na,,,,,,,,,,,,,,,,32,31.9
GCA_023897035.1,PRJNA633446,SAMN14943915,,na,158836,158836,Enterobacter hormaechei,strain=Eh27,,latest,Complete Genome,Major,Full,23/06/2022,ASM2389703v1,,GCF_023897035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/897/035/GCA_023897035.1_ASM2389703v1,,,na,,,,,,,,,,,,,,,,32,32.75
GCA_024917315.1,PRJNA836696,SAMN28173991,,na,158836,158836,Enterobacter hormaechei,strain=1074,,latest,Complete Genome,Major,Full,04/09/2022,ASM2491731v1,,GCF_024917315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/917/315/GCA_024917315.1_ASM2491731v1,,,na,,,,,,,,,,,,,,,,32,32.89
