assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_014678925.1,PRJNA662697,SAMN06347034,,representative genome,213419,213419,Geobacillus zalihae,strain=SURF-189,,latest,Complete Genome,Major,Full,22/09/2020,ASM1467892v1,"Jet Propulsion Laboratory, California Institute of Technology",GCF_014678925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/678/925/GCA_014678925.1_ASM1467892v1,,,na,55,60.65,0.06334,0.07677,0.03357,0.01303,0.06076,0.0749,0.09989,0.09387,0.03017,0.04894,0.00829,0.03607,0.07295,0.02343,0.05496,0.02662,0.0416,0.04292,0.04851,0.04944,0,0,0,0,0,0,0
GCA_014679335.1,PRJNA662697,SAMN06347033,,na,213419,213419,Geobacillus zalihae,strain=SURF-114,,latest,Complete Genome,Major,Full,22/09/2020,ASM1467933v1,"Jet Propulsion Laboratory, California Institute of Technology",GCF_014679335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/679/335/GCA_014679335.1_ASM1467933v1,,,na,55,60.66,0.06294,0.07663,0.03362,0.01299,0.06128,0.07517,0.09964,0.09438,0.03023,0.04905,0.00826,0.03584,0.07278,0.02319,0.05532,0.02645,0.04153,0.04301,0.04822,0.04948,0,0,0,0,0,0,0
GCA_000020385.1,PRJNA17423,SAMN00623044,,representative genome,398767,313985,Trichlorobacter lovleyi SZ,strain=SZ,,latest,Complete Genome,Major,Full,05/06/2008,ASM2038v1,US DOE Joint Genome Institute,GCF_000020385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/385/GCA_000020385.1_ASM2038v1,,assembly from type material,na,26,38.22,0.05829,0.0693,0.02759,0.01083,0.06026,0.06195,0.11009,0.09647,0.03254,0.05098,0.01345,0.04191,0.07557,0.02097,0.04731,0.02455,0.03826,0.04515,0.05919,0.05532,0,0,0,1.00E-05,0,0,0
GCA_000012925.1,PRJNA177,SAMN02598399,,representative genome,269799,28232,Geobacter metallireducens GS-15,strain=GS-15,,latest,Complete Genome,Major,Full,27/10/2005,ASM1292v1,DOE Joint Genome Institute,GCF_000012925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/925/GCA_000012925.1_ASM1292v1,,assembly from type material,na,30,44.08,0.0576,0.07592,0.02751,0.01052,0.06648,0.06645,0.10011,0.09809,0.03124,0.05233,0.01257,0.02862,0.08366,0.02047,0.04725,0.02441,0.04025,0.04707,0.05419,0.05527,0,0,0,1.00E-05,0,0,0
GCA_008298035.1,PRJNA485700,SAMN10980027,,na,122,122,Gimesia maris,strain=DSM 8797,,latest,Complete Genome,Major,Full,22/08/2019,ASM829803v1,Radboud Universiteit Nijmegen,GCF_008298035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/298/035/GCA_008298035.1_ASM829803v1,,assembly from type material,na,30,28.62,0.05819,0.06563,0.02825,0.01451,0.05494,0.065,0.10154,0.08145,0.03798,0.056,0.01157,0.04758,0.07148,0.02195,0.04745,0.0216,0.04007,0.05009,0.06712,0.0576,0,0,0,0,0,0,0
GCA_009906955.1,PRJNA560759,SAMN12612895,,na,197222,197222,Paraglaciecola mesophila,strain=GPM4,,latest,Complete Genome,Major,Full,20/01/2020,ASM990695v1,Korea Research Institute of Bioscience and Biotechnology,GCF_009906955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/906/955/GCA_009906955.1_ASM990695v1,,,na,25,19.53,0.06205,0.06892,0.03142,0.01243,0.04384,0.05842,0.1013,0.0875,0.04547,0.0578,0.00978,0.04782,0.06803,0.0229,0.05065,0.02491,0.04307,0.03915,0.06925,0.05529,0,0,0,0,0,0,0
GCA_011611525.1,PRJNA602409,SAMN13895132,,representative genome,215221,215221,Komagataeibacter rhaeticus,strain=ENS 9a1a,,latest,Complete Genome,Major,Full,23/03/2020,ASM1161152v1,Tampere University,GCF_011611525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/611/525/GCA_011611525.1_ASM1161152v1,,,na,28,25.46,0.04811,0.07333,0.02191,0.01429,0.07757,0.04787,0.10161,0.12433,0.02493,0.05628,0.0107,0.03413,0.0879,0.02632,0.02232,0.02875,0.03303,0.05844,0.05136,0.05681,0,0,0,0,0,0,0
GCA_016757795.1,PRJNA665799,SAMN16268702,,representative genome,574987,574987,Gluconobacter sphaericus,strain=SJF2-1,,latest,Complete Genome,Major,Full,27/01/2021,ASM1675779v1,Changwon National University,GCF_016757795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/757/795/GCA_016757795.1_ASM1675779v1,,,na,25,26.93,0.05155,0.07098,0.02264,0.01358,0.07,0.05333,0.10418,0.11034,0.02896,0.05539,0.0099,0.03586,0.08236,0.02434,0.03065,0.02558,0.03571,0.05432,0.0614,0.05894,0,0,0,0,0,0,0
GCA_025268675.1,PRJNA587209,SAMN13182583,,na,36821,36821,Gordonia amarae,strain=BEN368,,latest,Complete Genome,Major,Full,22/01/2020,ASM2526867v1,La Trobe University,GCF_025268675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/268/675/GCA_025268675.1_ASM2526867v1,,,na,31,27.19,0.04593,0.08729,0.02109,0.01407,0.07132,0.05216,0.09468,0.12735,0.02157,0.06696,0.00765,0.02739,0.09081,0.02106,0.02428,0.01946,0.02971,0.05629,0.05651,0.06441,0,0,0,0,0,0,0
GCA_003568625.1,PRJNA394617,SAMN07356858,,na,36822,36822,Gordonia rubripertincta,strain=CWB2,,latest,Complete Genome,Major,Full,02/08/2017,ASM356862v1,Bielefeld University,GCF_003568625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/568/625/GCA_003568625.1_ASM356862v1,,,na,31,32,0.04517,0.08847,0.02029,0.01417,0.0729,0.05577,0.09491,0.12522,0.02163,0.06668,0.00727,0.027,0.08885,0.02123,0.02297,0.01986,0.03019,0.05667,0.05748,0.06329,0,0,0,0,0,0,0
GCA_017654315.1,PRJNA717097,SAMN18477556,,na,84595,84595,Gordonia polyisoprenivorans,strain=R9,,latest,Complete Genome,Major,Full,31/03/2021,ASM1765431v1,Jilin University,GCF_017654315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/654/315/GCA_017654315.1_ASM1765431v1,,,na,28,28.76,0.0461,0.08791,0.02038,0.01445,0.07328,0.05093,0.09517,0.12955,0.02042,0.06693,0.00763,0.02693,0.08962,0.02273,0.01936,0.02027,0.02961,0.05628,0.05715,0.06528,0,0,0,0,0,0,0
GCA_027947515.1,PRJNA923796,SAMN32738803,,na,84595,84595,Gordonia polyisoprenivorans,strain=135,,latest,Complete Genome,Major,Full,25/01/2023,ASM2794751v1,IBPM RAS,GCF_027947515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/947/515/GCA_027947515.1_ASM2794751v1,,,na,28,29.09,0.0459,0.08791,0.02016,0.01454,0.0742,0.05046,0.09539,0.12977,0.02022,0.06703,0.00765,0.027,0.08902,0.02291,0.019,0.01993,0.02946,0.05666,0.05718,0.0656,0,0,0,0,0,0,0
GCA_000060345.1,PRJEA19061,SAMEA2272667,,representative genome,411154,411153,Christiangramia forsetii KT0803,strain=KT0803,,latest,Complete Genome,Major,Full,06/11/2006,ASM6034v1,Max Planck Institute for Molecular Genetics,GCF_000060345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/060/345/GCA_000060345.1_ASM6034v1,,assembly from type material,na,24,32.87,0.07874,0.0595,0.03904,0.01038,0.03707,0.07574,0.09215,0.06216,0.05958,0.05788,0.00692,0.03279,0.0653,0.01708,0.07741,0.02336,0.0525,0.03398,0.06636,0.05208,0,0,0,0,0,0,0
GCA_000178955.2,PRJNA47903,SAMN02232025,,representative genome,682795,940614,Granulicella mallensis MP5ACTX8,strain=MP5ACTX8,,latest,Complete Genome,Major,Full,01/12/2011,ASM17895v2,US DOE Joint Genome Institute (JGI-PGF),GCF_000178955.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/955/GCA_000178955.2_ASM17895v2,,assembly from type material,na,20,14.27,0.04995,0.07046,0.02826,0.01386,0.05714,0.05275,0.10032,0.10607,0.03639,0.05032,0.0085,0.03924,0.08116,0.0233,0.036,0.02117,0.04012,0.05418,0.06726,0.06355,0,0,0,0,0,0,0
GCA_000178975.2,PRJNA47621,SAMN00013395,,representative genome,1198114,940615,Granulicella tundricola MP5ACTX9,strain=MP5ACTX9,,latest,Complete Genome,Major,Full,02/02/2011,ASM17897v2,US DOE Joint Genome Institute (JGI-PGF),GCF_000178975.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/975/GCA_000178975.2_ASM17897v2,,assembly from type material,na,20,12.9,0.04967,0.07124,0.02682,0.01263,0.0576,0.05288,0.10045,0.11053,0.03376,0.05028,0.00848,0.03839,0.08106,0.02286,0.03794,0.02222,0.03874,0.05436,0.06358,0.06653,0,0,0,0,0,0,0
GCA_002215215.1,PRJNA167143,SAMN06112367,,representative genome,1192854,437505,Granulosicoccus antarcticus IMCC3135,strain=IMCC3135,,latest,Complete Genome,Major,Full,06/07/2017,ASM221521v1,Inha University,GCF_002215215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/215/GCA_002215215.1_ASM221521v1,,assembly from type material,na,20,28.57,0.05668,0.07263,0.02511,0.01308,0.05694,0.05864,0.10494,0.10007,0.03467,0.06081,0.01046,0.04021,0.07584,0.0215,0.03393,0.02523,0.03698,0.04437,0.07141,0.0565,0,0,0,0,0,0,0
GCA_001647655.1,PRJNA318024,SAMN04632439,,na,730,730,[Haemophilus] ducreyi,strain=VAN1,,latest,Complete Genome,Major,Full,19/05/2016,ASM164765v1,Centers for Disease Control and Prevention,GCF_001647655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/655/GCA_001647655.1_ASM164765v1,,,na,31,33.07,0.07294,0.06498,0.0317,0.01097,0.04538,0.06056,0.10627,0.08695,0.04765,0.04908,0.01051,0.05147,0.06287,0.02211,0.06147,0.02445,0.04285,0.03653,0.05706,0.05419,0,0,0,0,0,0,0
GCA_001647695.1,PRJNA318024,SAMN04632440,,representative genome,730,730,[Haemophilus] ducreyi,strain=VAN2,,latest,Complete Genome,Major,Full,19/05/2016,ASM164769v1,Centers for Disease Control and Prevention,GCF_001647695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/695/GCA_001647695.1_ASM164769v1,,,na,31,34.21,0.07304,0.06565,0.03159,0.01078,0.04533,0.06103,0.10661,0.08694,0.04745,0.0488,0.01032,0.05147,0.063,0.02205,0.06123,0.02426,0.04278,0.03665,0.05638,0.05464,0,0,0,0,0,0,0
GCA_001647765.1,PRJNA318024,SAMN04632442,,na,730,730,[Haemophilus] ducreyi,strain=VAN4,,latest,Complete Genome,Major,Full,19/05/2016,ASM164776v1,Centers for Disease Control and Prevention,GCF_001647765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/765/GCA_001647765.1_ASM164776v1,,,na,31,33.06,0.07298,0.06496,0.03174,0.01098,0.04534,0.06048,0.10632,0.0868,0.04763,0.04907,0.01053,0.0515,0.06275,0.02211,0.06155,0.02444,0.04292,0.03654,0.05714,0.05421,0,0,0,0,0,0,0
GCA_001983995.1,PRJNA355352,SAMN06075353,,na,930805,930805,Halioglobus japonicus,strain=NBRC 107739,,latest,Complete Genome,Major,Full,03/02/2017,ASM198399v1,"Atmosphere and Ocean Research Institute, The University of Tokyo",GCF_001983995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/983/995/GCA_001983995.1_ASM198399v1,,assembly from type material,na,25,35.86,0.0509,0.07186,0.02901,0.01393,0.0606,0.06575,0.10375,0.10703,0.03254,0.06124,0.01043,0.03971,0.07944,0.02199,0.03164,0.02615,0.03678,0.04641,0.05918,0.05166,0,0,0,0,0,0,0
GCA_002097535.1,PRJNA380285,SAMN06640208,,representative genome,402384,402384,Halobacillus mangrovi,strain=KTB 131,,latest,Complete Genome,Major,Full,18/04/2017,ASM209753v1,Kyungpook National University,GCF_002097535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/097/535/GCA_002097535.1_ASM209753v1,,,na,35,45.59,0.07169,0.07143,0.03566,0.01107,0.0414,0.07957,0.09535,0.06881,0.04122,0.05399,0.00641,0.03843,0.07114,0.02245,0.06469,0.02911,0.04538,0.03805,0.06085,0.0533,0,0,0,0,0,0,0
GCA_000696485.1,PRJNA248383,SAMN02798098,,na,213554,213554,Halomonas campaniensis,strain=LS21,,latest,Complete Genome,Major,Full,30/05/2014,ASM69648v1,Tsinghua University,GCF_000696485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/485/GCA_000696485.1_ASM69648v1,,,na,35,38.08,0.05153,0.07155,0.02481,0.01464,0.0614,0.06201,0.11222,0.10739,0.03194,0.05498,0.00932,0.04389,0.07701,0.0243,0.03125,0.02581,0.03602,0.04689,0.05997,0.05308,0,0,0,0,0,0,0
GCA_002157205.1,PRJNA383457,SAMN06765534,,representative genome,157779,157779,Kushneria marisflavi,strain=SW32,,latest,Complete Genome,Major,Full,24/05/2017,ASM215720v1,Kyung Hee University,GCF_002157205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/205/GCA_002157205.1_ASM215720v1,,assembly from type material,na,25,42.39,0.05178,0.06963,0.02353,0.0148,0.07239,0.06046,0.11017,0.10446,0.02804,0.059,0.00964,0.0407,0.08072,0.02654,0.02556,0.02844,0.03505,0.04688,0.05947,0.05273,0,0,0,0,0,0,0
GCA_000015585.1,PRJNA15767,SAMN00623046,,representative genome,349124,1053,Halorhodospira halophila SL1,strain=SL1,,latest,Complete Genome,Major,Full,10/01/2007,ASM1558v1,DOE Joint Genome Institute,GCF_000015585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/585/GCA_000015585.1_ASM1558v1,,assembly from type material,na,25,61.71,0.04093,0.07517,0.02378,0.01434,0.0871,0.07489,0.10719,0.11968,0.0201,0.06065,0.00905,0.0386,0.08891,0.0245,0.01761,0.01983,0.03056,0.0538,0.04522,0.0481,0,0,0,0,0,0,0
GCA_000007905.1,PRJNA185,SAMN02604097,,representative genome,235279,32025,Helicobacter hepaticus ATCC 51449,strain=ATCC 51449,,latest,Complete Genome,Major,Full,26/06/2003,ASM790v1,Univ. Wuerzburg,GCF_000007905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/905/GCA_000007905.1_ASM790v1,,,na,46,31.8,0.08568,0.05453,0.0395,0.00804,0.03634,0.0645,0.10286,0.07046,0.05289,0.04921,0.01356,0.0401,0.05988,0.02258,0.07558,0.02427,0.05131,0.03295,0.06981,0.04593,0,0,0,0,0,0,0
GCA_000019165.1,PRJNA13427,SAMN02602985,,representative genome,498761,35701,Heliomicrobium modesticaldum Ice1,strain=Ice1; ATCC 51547,,latest,Complete Genome,Major,Full,01/04/2008,ASM1916v1,Arizona State University,GCF_000019165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/165/GCA_000019165.1_ASM1916v1,,assembly from type material,na,50,48.55,0.05959,0.0741,0.02762,0.01132,0.06758,0.06834,0.10079,0.09924,0.03014,0.05197,0.01136,0.03671,0.07994,0.01925,0.0493,0.02552,0.03701,0.0469,0.05217,0.05116,0,0,0,0,0,0,0
GCA_021399035.1,PRJNA763650,SAMN21445797,,na,92645,92645,Herbaspirillum frisingense,strain=AU14559,,latest,Complete Genome,Major,Full,10/01/2022,ASM2139903v1,Carlos Chagas Institute - FioCruz,GCF_021399035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/399/035/GCA_021399035.1_ASM2139903v1,,,na,35,28.46,0.05035,0.07388,0.02412,0.01315,0.06509,0.05298,0.10833,0.12189,0.02886,0.05168,0.00877,0.04416,0.08039,0.02231,0.0352,0.02623,0.03569,0.04871,0.05803,0.05018,0,0,0,0,0,0,0
GCA_900070325.1,PRJEB10631,SAMEA3518679,,representative genome,1679721,1679721,Herbinix luporum,strain=SD1D,,latest,Complete Genome,Major,Full,14/09/2015,SD1D,CEBITEC,GCF_900070325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/070/325/GCA_900070325.1_SD1D,,assembly from type material,na,55,51.2,0.09223,0.06203,0.04542,0.008,0.03936,0.07227,0.09286,0.06328,0.05425,0.05847,0.01117,0.02766,0.06391,0.01581,0.08022,0.02708,0.04123,0.0318,0.06151,0.05145,0,0,0,0,0,0,0
GCA_002844395.1,PRJNA398183,SAMN07503206,,representative genome,1677857,1677857,Acetivibrio saccincola,strain=GGR1,,latest,Complete Genome,Major,Full,18/12/2017,ASM284439v1,Bielefeld University,GCF_002844395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/395/GCA_002844395.1_ASM284439v1,,assembly from type material,na,55,54.79,0.09045,0.06817,0.04313,0.0088,0.04077,0.0798,0.08487,0.05671,0.05579,0.05796,0.01067,0.02411,0.06611,0.01486,0.08623,0.02456,0.04373,0.03271,0.06123,0.04935,0,0,0,0,0,0,0
GCA_000194135.1,PRJNA48195,SAMN00713597,,representative genome,760142,84405,Hippea maritima DSM 10411,strain=DSM 10411,,latest,Complete Genome,Major,Full,29/03/2011,ASM19413v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000194135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/135/GCA_000194135.1_ASM19413v1,,assembly from type material,na,55,48.74,0.08968,0.06869,0.03923,0.00703,0.04134,0.06849,0.09508,0.06477,0.04951,0.055,0.00941,0.02333,0.06464,0.01514,0.09425,0.02305,0.05208,0.03338,0.06118,0.04471,0,0,0,0,0,0,0
GCA_018771625.1,PRJNA728906,SAMN19324337,,na,940,940,Hydrogenobacter thermophilus,,RBS10-74,latest,Complete Genome,Major,Full,08/06/2021,ASM1877162v1,Research Center of Biotechnology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/771/625/GCA_018771625.1_ASM1877162v1,derived from metagenome,,na,70,81.89,0.07008,0.07693,0.04248,0.01038,0.05443,0.08012,0.1105,0.06261,0.03146,0.04766,0.00995,0.02588,0.06917,0.0177,0.07767,0.0232,0.04773,0.04044,0.05939,0.04221,0,0,0,0,0,0,0
GCA_000010785.1,PRJDA34131,SAMD00060961,,na,608538,940,Hydrogenobacter thermophilus TK-6,strain=TK-6,,latest,Complete Genome,Major,Full,11/02/2010,ASM1078v1,The University of Tokyo,GCF_000010785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/785/GCA_000010785.1_ASM1078v1,,assembly from type material,na,70,81.11,0.07017,0.07696,0.0423,0.01028,0.05405,0.08024,0.11008,0.06281,0.03153,0.04776,0.00998,0.0262,0.0694,0.0178,0.07794,0.02353,0.04748,0.04039,0.05891,0.04218,0,0,0,0,0,0,0
GCA_000164905.1,PRJNA41547,SAMN00191234,,representative genome,608538,940,Hydrogenobacter thermophilus TK-6,strain=TK-6,,latest,Complete Genome,Major,Full,15/10/2010,ASM16490v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000164905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/905/GCA_000164905.1_ASM16490v1,,assembly from type material,na,70,81.16,0.07017,0.07704,0.04228,0.0103,0.05408,0.08044,0.10983,0.0629,0.03152,0.04785,0.00992,0.02619,0.0695,0.01778,0.07797,0.02354,0.04744,0.04034,0.05876,0.04217,0,0,0,0,0,0,0
GCA_003574215.1,PRJDB6915,SAMD00115820,,representative genome,297,297,Hydrogenophilus thermoluteolus,strain=TH-1,,latest,Complete Genome,Major,Full,21/06/2018,ASM357421v1,"Department of Biotechnology, The University of Tokyo",GCF_003574215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/574/215/GCA_003574215.1_ASM357421v1,,assembly from type material,na,50,52.24,0.04631,0.07719,0.02244,0.0191,0.07601,0.06354,0.10869,0.12991,0.02346,0.04847,0.00919,0.03681,0.07313,0.02392,0.03084,0.01897,0.03621,0.05799,0.0419,0.05592,0,0,0,0,0,0,0
GCA_000258405.1,PRJNA61811,SAMN02603949,,representative genome,945713,591197,Ignavibacterium album JCM 16511,strain=JCM 16511,,latest,Complete Genome,Major,Full,10/04/2012,ASM25840v1,The Pennsylvania State University,GCF_000258405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/405/GCA_000258405.1_ASM25840v1,,assembly from type material,na,45,39.93,0.08871,0.0613,0.04137,0.0104,0.03724,0.06643,0.09469,0.05754,0.06194,0.05362,0.00707,0.03087,0.06211,0.01464,0.07906,0.01898,0.05642,0.03645,0.06896,0.05219,0,0,0,0,0,0,0
GCA_000186345.1,PRJNA32825,SAMN00138929,,representative genome,575540,128,Isosphaera pallida ATCC 43644,strain=ATCC 43644,,latest,Complete Genome,Major,Full,20/01/2011,ASM18634v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000186345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/345/GCA_000186345.1_ASM18634v1,,assembly from type material,na,45,42.19,0.04332,0.07285,0.01793,0.01681,0.08453,0.05869,0.10842,0.10884,0.02783,0.0581,0.0085,0.0342,0.08047,0.02186,0.02428,0.01686,0.03341,0.07109,0.05647,0.05555,0,0,0,0,0,0,0
GCA_016767175.1,PRJNA693111,SAMN17377608,,representative genome,1278232,1278232,Keratinibaculum paraultunense,strain=KD-1,,latest,Complete Genome,Major,Full,28/01/2021,ASM1676717v1,"Biogas Institute of Ministry of Agriculture, China",GCF_016767175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/767/175/GCA_016767175.1_ASM1676717v1,,assembly from type material,na,55,67.53,0.10833,0.0614,0.04331,0.00649,0.0369,0.08156,0.09161,0.05129,0.05914,0.05858,0.00889,0.0228,0.06507,0.01411,0.09187,0.02603,0.04182,0.03063,0.0538,0.04638,0,0,0,0,0,0,0
GCA_004551665.1,PRJNA497911,SAMN10273024,,na,206506,206506,Kerstersia gyiorum,strain=SWMUKG01,,latest,Complete Genome,Major,Full,01/04/2019,ASM455166v1,Southwest Medical University,GCF_004551665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/551/665/GCA_004551665.1_ASM455166v1,,,na,35,33.94,0.04639,0.07248,0.0246,0.01514,0.07062,0.05229,0.11224,0.12547,0.02722,0.05257,0.00884,0.04365,0.08418,0.02187,0.02684,0.02446,0.03408,0.0517,0.05618,0.04919,0,0,0,0,0,0,0
GCA_016127355.1,PRJNA231221,SAMN16357229,,na,502,502,Kingella denitrificans,strain=FDAARGOS_1060,,latest,Complete Genome,Major,Full,20/12/2020,ASM1612735v1,US Food and Drug Administration,GCF_016127355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/127/355/GCA_016127355.1_ASM1612735v1,,assembly from type material,na,33,23.34,0.05507,0.06629,0.03001,0.01401,0.05639,0.05844,0.10222,0.10866,0.03908,0.05134,0.01121,0.04999,0.07037,0.02508,0.0472,0.02516,0.04013,0.04476,0.05346,0.05111,0,0,0,0,0,0,0
GCA_011045755.1,PRJNA577516,SAMN13028224,,na,504,504,Kingella kingae,strain=F41215CHC,,latest,Complete Genome,Major,Full,02/03/2020,ASM1104575v1,Canterbury Health Laboratories,GCF_011045755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/755/GCA_011045755.1_ASM1104575v1,,,na,33,17.85,0.0595,0.06819,0.02911,0.01344,0.04911,0.05546,0.10177,0.10353,0.04525,0.05142,0.01065,0.05355,0.06792,0.02429,0.05126,0.02529,0.04015,0.04037,0.05613,0.05361,0,0,0,0,0,0,0
GCA_900475905.1,PRJEB6403,SAMEA4076727,,na,504,504,Kingella kingae,strain=NCTC10529,,latest,Complete Genome,Major,Full,17/06/2018,49595_E01,SC,GCF_900475905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/905/GCA_900475905.1_49595_E01,,assembly from type material,na,33,17.87,0.05954,0.0681,0.02894,0.01356,0.04924,0.05557,0.10165,0.10352,0.04496,0.05157,0.0103,0.05327,0.06766,0.02434,0.05137,0.02537,0.04037,0.04038,0.05653,0.05376,0,0,0,0,0,0,0
GCA_013636415.1,PRJNA605147,SAMN15148174,,na,1134687,1134687,Klebsiella michiganensis,strain=RHB20-C02,,latest,Complete Genome,Major,Full,24/07/2020,ASM1363641v1,The REHAB Consortium,GCF_013636415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/636/415/GCA_013636415.1_ASM1363641v1,,,na,34,33.92,0.05777,0.0702,0.02829,0.01571,0.05776,0.05515,0.10884,0.10114,0.03646,0.051,0.01111,0.04402,0.07565,0.02231,0.04048,0.02729,0.03899,0.04517,0.06015,0.05249,0,0,0,0,0,0,0
GCA_014168795.1,PRJDB6962,SAMD00194407,,na,54291,54291,Raoultella ornithinolytica,strain=WP3-W18-ESBL-01,,latest,Complete Genome,Major,Full,21/07/2020,ASM1416879v1,"Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",GCF_014168795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/168/795/GCA_014168795.1_ASM1416879v1,contaminated,,na,30,34.94,0.0572,0.07047,0.02747,0.01591,0.05933,0.0544,0.11003,0.10216,0.03497,0.05083,0.01096,0.04476,0.07601,0.02294,0.03905,0.0274,0.03866,0.04554,0.05904,0.05287,0,0,0,0,0,0,0
GCA_016653655.1,PRJNA690633,SAMN17255686,,na,54291,54291,Raoultella ornithinolytica,strain=TET32,,latest,Complete Genome,Major,Full,17/01/2021,ASM1665365v1,Shandong First Medical University,GCF_016653655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/653/655/GCA_016653655.1_ASM1665365v1,,,na,30,35.81,0.0574,0.07087,0.02741,0.01584,0.05886,0.05405,0.11131,0.10258,0.03467,0.05064,0.01095,0.0449,0.07634,0.02313,0.03831,0.02742,0.03888,0.04585,0.0584,0.05219,0,0,0,0,0,0,0
GCA_025349945.1,PRJNA877288,SAMN30696136,,na,54291,54291,Raoultella ornithinolytica,strain=MQB_Silv_108,,latest,Complete Genome,Major,Full,21/09/2022,ASM2534994v1,University of Santiago de Compostela,GCF_025349945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/349/945/GCA_025349945.1_ASM2534994v1,,,na,30,34.31,0.05715,0.07024,0.02778,0.01568,0.05956,0.0555,0.10824,0.10115,0.03567,0.05158,0.01097,0.04463,0.07513,0.02263,0.04082,0.02731,0.03831,0.04507,0.05962,0.05298,0,0,0,0,0,0,0
